	Unnamed: 0	Model	Strategy	Instance	Acc	F1	Unnamed: 0.1
0	0	BERT-large	BADGE	10	0.324	0.168	
1	1	BERT-large	ALPS	10	0.336	0.191	
2	2	DeBERTa-large	bertKM	10	0.511	0.481	
3	3	DeBERTa-large	Density	10	0.336	0.173	
4	4	RoBERTa-large	bertKM	10	0.309	0.184	
5	5	DeBERTa-large	BADGE	10	0.527	0.422	
6	6	DeBERTa-base	Density	10	0.329	0.253	
7	7	BERT-large	bertKM	10	0.324	0.178	
8	8	DeBERTa-large	ALPS	10	0.331	0.230	
9	9	DeBERTa-base	ALPS	10	0.356	0.275	
10	10	DeBERTa-base	BADGE	10	0.316	0.257	
11	11	RoBERTa-large	Entropy	10	0.269	0.199	
12	12	BERT-large	Density	10	0.331	0.166	
13	13	DeBERTa-base	bertKM	10	0.358	0.233	
14	14	RoBERTa-base	ALPS	10	0.344	0.206	
15	15	DeBERTa-base	Entropy	10	0.331	0.173	
16	16	BERT-base	bertKM	10	0.398	0.394	
17	17	RoBERTa-large	Density	10	0.336	0.181	
18	18	DeBERTa-large	Entropy	10	0.331	0.166	
19	19	RoBERTa-base	Entropy	10	0.387	0.378	
20	20	RoBERTa-base	bertKM	10	0.380	0.348	
21	21	RoBERTa-base	Density	10	0.344	0.264	
22	22	BERT-base	Entropy	10	0.369	0.349	
23	23	RoBERTa-large	BADGE	10	0.216	0.201	
24	24	BERT-base	ALPS	10	0.298	0.238	
25	25	BERT-base	Density	10	0.376	0.266	
26	26	BERT-base	BADGE	10	0.444	0.353	
27	27	RoBERTa-large	ALPS	10	0.260	0.208	
28	28	BERT-large	Entropy	10	0.364	0.254	
29	29	RoBERTa-base	BADGE	10	0.396	0.308	
30	30	RoBERTa-large	Entropy	20	0.322	0.198	
31	31	RoBERTa-large	bertKM	20	0.380	0.325	
32	32	BERT-large	bertKM	20	0.358	0.265	
33	33	BERT-large	BADGE	20	0.373	0.312	
34	34	RoBERTa-base	Density	20	0.384	0.329	
35	35	RoBERTa-large	ALPS	20	0.304	0.253	
36	36	RoBERTa-base	bertKM	20	0.398	0.329	
37	37	RoBERTa-large	Density	20	0.336	0.193	
38	38	BERT-large	Density	20	0.333	0.167	
39	39	DeBERTa-base	ALPS	20	0.364	0.275	
40	40	RoBERTa-large	BADGE	20	0.293	0.226	
41	41	DeBERTa-large	BADGE	20	0.538	0.438	
42	42	DeBERTa-large	Entropy	20	0.509	0.425	
43	43	BERT-base	ALPS	20	0.351	0.262	
44	44	BERT-base	Density	20	0.364	0.269	
45	45	DeBERTa-base	Entropy	20	0.349	0.207	
46	46	RoBERTa-base	Entropy	20	0.371	0.336	
47	47	BERT-base	bertKM	20	0.429	0.391	
48	48	DeBERTa-base	BADGE	20	0.384	0.364	
49	49	BERT-base	BADGE	20	0.393	0.303	
50	50	BERT-base	Entropy	20	0.409	0.342	
51	51	DeBERTa-base	bertKM	20	0.382	0.278	
52	52	RoBERTa-base	BADGE	20	0.336	0.265	
53	53	DeBERTa-large	Density	20	0.380	0.266	
54	54	BERT-large	ALPS	20	0.331	0.168	
55	55	DeBERTa-base	Density	20	0.342	0.269	
56	56	BERT-large	Entropy	20	0.402	0.321	
57	57	DeBERTa-large	ALPS	20	0.424	0.375	
58	58	DeBERTa-large	bertKM	20	0.513	0.475	
59	59	RoBERTa-base	ALPS	20	0.342	0.247	
60	60	BERT-base	ALPS	30	0.373	0.285	
61	61	BERT-base	Entropy	30	0.431	0.355	
62	62	BERT-large	bertKM	30	0.371	0.296	
63	63	BERT-large	Density	30	0.351	0.234	
64	64	BERT-base	Density	30	0.362	0.237	
65	65	RoBERTa-base	bertKM	30	0.358	0.302	
66	66	DeBERTa-large	BADGE	30	0.542	0.450	
67	67	BERT-base	bertKM	30	0.389	0.331	
68	68	RoBERTa-base	BADGE	30	0.380	0.313	
69	69	BERT-large	Entropy	30	0.389	0.294	
70	70	BERT-large	ALPS	30	0.336	0.181	
71	71	RoBERTa-large	BADGE	30	0.278	0.206	
72	72	DeBERTa-large	bertKM	30	0.571	0.536	
73	73	BERT-large	BADGE	30	0.367	0.271	
74	74	BERT-base	BADGE	30	0.456	0.386	
75	75	RoBERTa-large	Density	30	0.342	0.218	
76	76	DeBERTa-base	bertKM	30	0.413	0.357	
77	77	DeBERTa-large	Density	30	0.336	0.171	
78	78	RoBERTa-base	Entropy	30	0.387	0.332	
79	79	RoBERTa-large	bertKM	30	0.324	0.233	
80	80	RoBERTa-base	Density	30	0.369	0.313	
81	81	RoBERTa-large	Entropy	30	0.331	0.187	
82	82	DeBERTa-base	BADGE	30	0.391	0.376	
83	83	RoBERTa-large	ALPS	30	0.311	0.268	
84	84	DeBERTa-base	Density	30	0.364	0.270	
85	85	DeBERTa-large	ALPS	30	0.527	0.497	
86	86	DeBERTa-base	Entropy	30	0.371	0.247	
87	87	DeBERTa-large	Entropy	30	0.571	0.558	
88	88	DeBERTa-base	ALPS	30	0.380	0.284	
89	89	RoBERTa-base	ALPS	30	0.356	0.261	
90	90	DeBERTa-large	ALPS	40	0.604	0.600	
91	91	RoBERTa-base	Density	40	0.380	0.269	
92	92	RoBERTa-base	ALPS	40	0.393	0.333	
93	93	RoBERTa-large	BADGE	40	0.413	0.420	
94	94	BERT-large	Entropy	40	0.364	0.266	
95	95	BERT-large	bertKM	40	0.384	0.309	
96	96	BERT-base	ALPS	40	0.378	0.278	
97	97	BERT-base	BADGE	40	0.447	0.363	
98	98	BERT-base	Entropy	40	0.396	0.309	
99	99	DeBERTa-large	BADGE	40	0.589	0.543	
100	100	RoBERTa-large	ALPS	40	0.382	0.324	
101	101	RoBERTa-base	BADGE	40	0.380	0.300	
102	102	BERT-large	BADGE	40	0.384	0.303	
103	103	BERT-base	bertKM	40	0.447	0.402	
104	104	BERT-large	ALPS	40	0.384	0.289	
105	105	DeBERTa-base	Density	40	0.393	0.306	
106	106	DeBERTa-large	Density	40	0.393	0.298	
107	107	BERT-base	Density	40	0.362	0.232	
108	108	BERT-large	Density	40	0.389	0.311	
109	109	RoBERTa-large	bertKM	40	0.480	0.465	
110	110	DeBERTa-large	bertKM	40	0.544	0.521	
111	111	DeBERTa-large	Entropy	40	0.627	0.623	
112	112	RoBERTa-large	Entropy	40	0.333	0.188	
113	113	DeBERTa-base	BADGE	40	0.393	0.342	
114	114	DeBERTa-base	bertKM	40	0.422	0.355	
115	115	DeBERTa-base	ALPS	40	0.380	0.271	
116	116	DeBERTa-base	Entropy	40	0.382	0.269	
117	117	RoBERTa-base	bertKM	40	0.420	0.411	
118	118	RoBERTa-large	Density	40	0.367	0.268	
119	119	RoBERTa-base	Entropy	40	0.382	0.289	
120	120	DeBERTa-base	bertKM	50	0.480	0.451	
121	121	BERT-base	Density	50	0.369	0.237	
122	122	DeBERTa-base	BADGE	50	0.438	0.382	
123	123	BERT-large	Entropy	50	0.467	0.383	
124	124	BERT-large	bertKM	50	0.409	0.328	
125	125	DeBERTa-large	BADGE	50	0.669	0.658	
126	126	DeBERTa-base	Entropy	50	0.387	0.269	
127	127	RoBERTa-large	bertKM	50	0.458	0.462	
128	128	DeBERTa-base	ALPS	50	0.404	0.315	
129	129	BERT-base	Entropy	50	0.353	0.229	
130	130	RoBERTa-base	BADGE	50	0.396	0.314	
131	131	BERT-base	BADGE	50	0.453	0.370	
132	132	RoBERTa-large	BADGE	50	0.298	0.223	
133	133	RoBERTa-base	Entropy	50	0.402	0.343	
134	134	BERT-large	ALPS	50	0.402	0.311	
135	135	RoBERTa-base	ALPS	50	0.398	0.354	
136	136	RoBERTa-large	Entropy	50	0.424	0.334	
137	137	RoBERTa-large	Density	50	0.338	0.208	
138	138	BERT-base	bertKM	50	0.467	0.417	
139	139	DeBERTa-large	bertKM	50	0.602	0.591	
140	140	RoBERTa-large	ALPS	50	0.458	0.451	
141	141	DeBERTa-large	Density	50	0.364	0.227	
142	142	BERT-large	BADGE	50	0.418	0.330	
143	143	RoBERTa-base	bertKM	50	0.462	0.458	
144	144	BERT-large	Density	50	0.393	0.314	
145	145	DeBERTa-large	ALPS	50	0.627	0.620	
146	146	RoBERTa-base	Density	50	0.416	0.327	
147	147	BERT-base	ALPS	50	0.369	0.255	
148	148	DeBERTa-large	Entropy	50	0.589	0.575	
149	149	DeBERTa-base	Density	50	0.373	0.275	
150	150	BERT-base	BADGE	60	0.464	0.380	
151	151	BERT-base	Density	60	0.407	0.311	
152	152	DeBERTa-large	ALPS	60	0.662	0.658	
153	153	RoBERTa-base	ALPS	60	0.424	0.376	
154	154	RoBERTa-base	Entropy	60	0.391	0.320	
155	155	RoBERTa-large	ALPS	60	0.411	0.374	
156	156	RoBERTa-large	Entropy	60	0.342	0.259	
157	157	RoBERTa-large	bertKM	60	0.460	0.415	
158	158	RoBERTa-large	Density	60	0.351	0.234	
159	159	RoBERTa-large	BADGE	60	0.336	0.234	
160	160	BERT-base	bertKM	60	0.453	0.396	
161	161	DeBERTa-large	Entropy	60	0.618	0.578	
162	162	DeBERTa-large	BADGE	60	0.709	0.712	
163	163	DeBERTa-large	Density	60	0.449	0.356	
164	164	DeBERTa-large	bertKM	60	0.638	0.632	
165	165	RoBERTa-base	bertKM	60	0.489	0.489	
166	166	BERT-large	BADGE	60	0.404	0.309	
167	167	BERT-large	Density	60	0.400	0.317	
168	168	BERT-large	bertKM	60	0.418	0.336	
169	169	RoBERTa-base	Density	60	0.393	0.324	
170	170	DeBERTa-base	bertKM	60	0.511	0.494	
171	171	BERT-large	ALPS	60	0.347	0.213	
172	172	DeBERTa-base	Density	60	0.353	0.228	
173	173	RoBERTa-base	BADGE	60	0.429	0.364	
174	174	DeBERTa-base	BADGE	60	0.433	0.390	
175	175	BERT-base	ALPS	60	0.393	0.301	
176	176	BERT-large	Entropy	60	0.438	0.405	
177	177	BERT-base	Entropy	60	0.380	0.270	
178	178	DeBERTa-base	ALPS	60	0.387	0.306	
179	179	DeBERTa-base	Entropy	60	0.404	0.311	
180	180	BERT-large	BADGE	70	0.449	0.377	
181	181	RoBERTa-large	Density	70	0.336	0.190	
182	182	DeBERTa-large	bertKM	70	0.669	0.665	
183	183	RoBERTa-large	bertKM	70	0.538	0.525	
184	184	BERT-large	Entropy	70	0.513	0.482	
185	185	BERT-base	Entropy	70	0.420	0.334	
186	186	BERT-large	bertKM	70	0.429	0.348	
187	187	RoBERTa-large	ALPS	70	0.411	0.362	
188	188	DeBERTa-large	ALPS	70	0.696	0.693	
189	189	RoBERTa-base	bertKM	70	0.471	0.455	
190	190	RoBERTa-base	Density	70	0.396	0.294	
191	191	DeBERTa-large	Density	70	0.460	0.367	
192	192	DeBERTa-base	BADGE	70	0.502	0.497	
193	193	DeBERTa-large	BADGE	70	0.709	0.711	
194	194	DeBERTa-base	ALPS	70	0.431	0.373	
195	195	DeBERTa-base	Entropy	70	0.409	0.320	
196	196	BERT-base	Density	70	0.436	0.345	
197	197	BERT-large	Density	70	0.396	0.308	
198	198	BERT-base	ALPS	70	0.387	0.287	
199	199	RoBERTa-large	Entropy	70	0.391	0.280	
200	200	BERT-large	ALPS	70	0.400	0.300	
201	201	BERT-base	bertKM	70	0.471	0.429	
202	202	DeBERTa-base	bertKM	70	0.478	0.440	
203	203	RoBERTa-base	BADGE	70	0.429	0.405	
204	204	DeBERTa-base	Density	70	0.396	0.288	
205	205	RoBERTa-base	Entropy	70	0.462	0.464	
206	206	DeBERTa-large	Entropy	70	0.713	0.714	
207	207	RoBERTa-large	BADGE	70	0.356	0.217	
208	208	BERT-base	BADGE	70	0.458	0.374	
209	209	RoBERTa-base	ALPS	70	0.404	0.330	
210	210	BERT-large	ALPS	80	0.409	0.326	
211	211	BERT-large	Density	80	0.396	0.300	
212	212	DeBERTa-base	Entropy	80	0.413	0.328	
213	213	RoBERTa-base	Entropy	80	0.520	0.508	
214	214	DeBERTa-large	Density	80	0.513	0.414	
215	215	DeBERTa-base	Density	80	0.429	0.326	
216	216	DeBERTa-base	bertKM	80	0.536	0.519	
217	217	RoBERTa-base	Density	80	0.418	0.327	
218	218	DeBERTa-large	BADGE	80	0.713	0.715	
219	219	DeBERTa-base	ALPS	80	0.451	0.405	
220	220	RoBERTa-base	bertKM	80	0.467	0.456	
221	221	RoBERTa-large	bertKM	80	0.480	0.437	
222	222	DeBERTa-large	bertKM	80	0.700	0.696	
223	223	DeBERTa-base	BADGE	80	0.522	0.517	
224	224	BERT-large	Entropy	80	0.542	0.535	
225	225	BERT-base	BADGE	80	0.442	0.358	
226	226	BERT-large	BADGE	80	0.456	0.373	
227	227	DeBERTa-large	Entropy	80	0.722	0.724	
228	228	BERT-large	bertKM	80	0.413	0.324	
229	229	RoBERTa-base	BADGE	80	0.464	0.445	
230	230	BERT-base	Entropy	80	0.411	0.320	
231	231	BERT-base	Density	80	0.449	0.360	
232	232	BERT-base	bertKM	80	0.458	0.397	
233	233	RoBERTa-large	Entropy	80	0.433	0.347	
234	234	DeBERTa-large	ALPS	80	0.689	0.686	
235	235	RoBERTa-large	Density	80	0.360	0.236	
236	236	RoBERTa-base	ALPS	80	0.447	0.413	
237	237	RoBERTa-large	ALPS	80	0.380	0.350	
238	238	RoBERTa-large	BADGE	80	0.371	0.271	
239	239	BERT-base	ALPS	80	0.433	0.347	
240	240	DeBERTa-large	bertKM	90	0.691	0.681	
241	241	DeBERTa-base	bertKM	90	0.567	0.547	
242	242	DeBERTa-base	Density	90	0.433	0.349	
243	243	BERT-base	bertKM	90	0.487	0.433	
244	244	RoBERTa-base	Density	90	0.447	0.357	
245	245	BERT-base	ALPS	90	0.444	0.371	
246	246	RoBERTa-base	ALPS	90	0.491	0.478	
247	247	DeBERTa-base	BADGE	90	0.504	0.486	
248	248	BERT-base	BADGE	90	0.484	0.411	
249	249	DeBERTa-base	ALPS	90	0.489	0.445	
250	250	RoBERTa-base	BADGE	90	0.467	0.452	
251	251	BERT-base	Density	90	0.478	0.385	
252	252	BERT-base	Entropy	90	0.473	0.384	
253	253	DeBERTa-base	Entropy	90	0.471	0.402	
254	254	DeBERTa-large	BADGE	90	0.742	0.741	
255	255	BERT-large	bertKM	90	0.471	0.455	
256	256	RoBERTa-base	Entropy	90	0.478	0.479	
257	257	RoBERTa-large	BADGE	90	0.436	0.422	
258	258	DeBERTa-large	Entropy	90	0.700	0.697	
259	259	DeBERTa-large	Density	90	0.502	0.401	
260	260	BERT-large	Density	90	0.411	0.324	
261	261	BERT-large	BADGE	90	0.458	0.374	
262	262	RoBERTa-large	ALPS	90	0.429	0.388	
263	263	BERT-large	Entropy	90	0.562	0.557	
264	264	RoBERTa-base	bertKM	90	0.482	0.478	
265	265	RoBERTa-large	Density	90	0.362	0.230	
266	266	RoBERTa-large	bertKM	90	0.453	0.363	
267	267	RoBERTa-large	Entropy	90	0.440	0.351	
268	268	BERT-large	ALPS	90	0.471	0.426	
269	269	DeBERTa-large	ALPS	90	0.700	0.698	
270	270	RoBERTa-base	ALPS	100	0.493	0.467	
271	271	RoBERTa-base	CAL	100	0.504	0.498	
272	272	RoBERTa-base	CAL	100	0.449	0.430	
273	273	RoBERTa-base	Entropy	100	0.498	0.498	
274	274	RoBERTa-base	CAL	100	0.529	0.521	
275	275	RoBERTa-base	CAL	100	0.489	0.411	
276	276	RoBERTa-base	Density	100	0.444	0.355	
277	277	RoBERTa-base	CAL	100	0.504	0.450	
278	278	RoBERTa-base	BADGE	100	0.493	0.487	
279	279	RoBERTa-base	CAL	100	0.458	0.389	
280	280	RoBERTa-base	bertKM	100	0.478	0.469	
281	281	RoBERTa-base	CAL	100	0.542	0.539	
282	282	RoBERTa-large	CAL	100	0.462	0.418	
283	283	RoBERTa-base	CAL	100	0.473	0.442	
284	284	BERT-large	Density	100	0.431	0.345	
285	285	BERT-large	CAL	100	0.533	0.524	
286	286	BERT-large	CAL	100	0.464	0.371	
287	287	BERT-large	BADGE	100	0.509	0.407	
288	288	BERT-large	CAL	100	0.467	0.377	
289	289	BERT-large	bertKM	100	0.500	0.481	
290	290	BERT-large	CAL	100	0.438	0.349	
291	291	BERT-large	ALPS	100	0.560	0.550	
292	292	BERT-large	Entropy	100	0.567	0.549	
293	293	BERT-large	CAL	100	0.436	0.360	
294	294	BERT-large	CAL	100	0.493	0.451	
295	295	BERT-large	CAL	100	0.476	0.447	
296	296	BERT-large	CAL	100	0.518	0.453	
297	297	DeBERTa-base	CAL	100	0.553	0.535	
298	298	DeBERTa-base	CAL	100	0.469	0.406	
299	299	DeBERTa-base	Density	100	0.418	0.330	
300	300	DeBERTa-base	CAL	100	0.529	0.523	
301	301	DeBERTa-base	CAL	100	0.493	0.400	
302	302	DeBERTa-base	BADGE	100	0.527	0.509	
303	303	DeBERTa-base	CAL	100	0.462	0.397	
304	304	DeBERTa-base	bertKM	100	0.551	0.526	
305	305	DeBERTa-base	CAL	100	0.473	0.431	
306	306	DeBERTa-base	ALPS	100	0.462	0.415	
307	307	DeBERTa-base	Entropy	100	0.516	0.490	
308	308	DeBERTa-base	CAL	100	0.518	0.493	
309	309	DeBERTa-base	CAL	100	0.582	0.575	
310	310	DeBERTa-base	CAL	100	0.456	0.423	
311	311	BERT-large	CAL	100	0.440	0.345	
312	312	BERT-large	CAL	100	0.456	0.397	
313	313	BERT-base	CAL	100	0.502	0.415	
314	314	BERT-base	CAL	100	0.462	0.383	
315	315	RoBERTa-base	CAL	100	0.496	0.477	
316	316	RoBERTa-large	CAL	100	0.342	0.221	
317	317	RoBERTa-large	CAL	100	0.416	0.332	
318	318	RoBERTa-large	Density	100	0.404	0.312	
319	319	RoBERTa-large	CAL	100	0.518	0.510	
320	320	RoBERTa-large	CAL	100	0.444	0.344	
321	321	RoBERTa-large	BADGE	100	0.431	0.424	
322	322	RoBERTa-large	CAL	100	0.478	0.387	
323	323	RoBERTa-large	bertKM	100	0.489	0.394	
324	324	RoBERTa-large	CAL	100	0.478	0.456	
325	325	RoBERTa-large	ALPS	100	0.464	0.380	
326	326	RoBERTa-large	Entropy	100	0.449	0.371	
327	327	RoBERTa-large	CAL	100	0.418	0.334	
328	328	RoBERTa-base	CAL	100	0.533	0.522	
329	329	RoBERTa-large	CAL	100	0.482	0.433	
330	330	BERT-base	CAL	100	0.467	0.389	
331	331	BERT-base	CAL	100	0.476	0.387	
332	332	BERT-base	Density	100	0.482	0.391	
333	333	BERT-base	CAL	100	0.547	0.526	
334	334	BERT-base	CAL	100	0.491	0.393	
335	335	BERT-base	BADGE	100	0.489	0.403	
336	336	BERT-base	CAL	100	0.489	0.398	
337	337	DeBERTa-large	CAL	100	0.747	0.745	
338	338	BERT-base	CAL	100	0.451	0.369	
339	339	BERT-base	ALPS	100	0.467	0.412	
340	340	BERT-base	Entropy	100	0.462	0.377	
341	341	BERT-base	CAL	100	0.493	0.412	
342	342	BERT-base	CAL	100	0.480	0.418	
343	343	RoBERTa-large	CAL	100	0.429	0.356	
344	344	BERT-base	bertKM	100	0.524	0.494	
345	345	DeBERTa-base	CAL	100	0.509	0.482	
346	346	DeBERTa-large	Entropy	100	0.778	0.777	
347	347	DeBERTa-large	CAL	100	0.747	0.747	
348	348	DeBERTa-large	BADGE	100	0.700	0.691	
349	349	DeBERTa-large	CAL	100	0.740	0.738	
350	350	DeBERTa-large	CAL	100	0.729	0.721	
351	351	DeBERTa-large	CAL	100	0.671	0.641	
352	352	DeBERTa-large	CAL	100	0.707	0.698	
353	353	DeBERTa-large	ALPS	100	0.702	0.696	
354	354	DeBERTa-large	CAL	100	0.698	0.687	
355	355	DeBERTa-large	Density	100	0.527	0.420	
356	356	DeBERTa-large	CAL	100	0.680	0.670	
357	357	DeBERTa-large	CAL	100	0.722	0.720	
358	358	DeBERTa-large	CAL	100	0.609	0.600	
359	359	DeBERTa-large	bertKM	100	0.727	0.722	
360	360	BERT-base	CAL	110	0.462	0.396	
361	361	BERT-large	CAL	110	0.504	0.481	
362	362	DeBERTa-base	CAL	110	0.538	0.527	
363	363	DeBERTa-base	CAL	110	0.582	0.580	
364	364	DeBERTa-large	CAL	110	0.751	0.746	
365	365	RoBERTa-large	CAL	110	0.491	0.422	
366	366	DeBERTa-base	ALPS	110	0.453	0.397	
367	367	DeBERTa-base	CAL	110	0.538	0.510	
368	368	RoBERTa-base	BADGE	110	0.516	0.509	
369	369	DeBERTa-large	Entropy	110	0.718	0.718	
370	370	RoBERTa-large	Density	110	0.358	0.238	
371	371	DeBERTa-base	Density	110	0.462	0.361	
372	372	DeBERTa-base	BADGE	110	0.540	0.536	
373	373	DeBERTa-large	CAL	110	0.636	0.621	
374	374	DeBERTa-large	CAL	110	0.747	0.740	
375	375	RoBERTa-large	ALPS	110	0.493	0.464	
376	376	RoBERTa-large	CAL	110	0.453	0.396	
377	377	DeBERTa-base	Entropy	110	0.531	0.508	
378	378	RoBERTa-large	CAL	110	0.358	0.247	
379	379	RoBERTa-base	CAL	110	0.518	0.500	
380	380	BERT-base	CAL	110	0.516	0.455	
381	381	BERT-large	CAL	110	0.451	0.404	
382	382	RoBERTa-large	CAL	110	0.480	0.474	
383	383	BERT-large	CAL	110	0.504	0.405	
384	384	BERT-large	CAL	110	0.562	0.561	
385	385	DeBERTa-base	CAL	110	0.516	0.507	
386	386	DeBERTa-large	BADGE	110	0.749	0.748	
387	387	BERT-large	BADGE	110	0.453	0.387	
388	388	DeBERTa-base	CAL	110	0.453	0.390	
389	389	RoBERTa-large	CAL	110	0.467	0.437	
390	390	BERT-large	Density	110	0.400	0.298	
391	391	DeBERTa-large	ALPS	110	0.731	0.729	
392	392	RoBERTa-large	CAL	110	0.484	0.469	
393	393	BERT-base	CAL	110	0.509	0.431	
394	394	RoBERTa-large	BADGE	110	0.349	0.234	
395	395	DeBERTa-base	CAL	110	0.471	0.427	
396	396	RoBERTa-large	CAL	110	0.484	0.447	
397	397	BERT-base	Entropy	110	0.444	0.357	
398	398	RoBERTa-base	CAL	110	0.436	0.383	
399	399	RoBERTa-base	CAL	110	0.536	0.523	
400	400	RoBERTa-base	Entropy	110	0.511	0.508	
401	401	BERT-large	CAL	110	0.416	0.341	
402	402	DeBERTa-base	CAL	110	0.600	0.595	
403	403	DeBERTa-base	CAL	110	0.482	0.441	
404	404	DeBERTa-large	CAL	110	0.667	0.649	
405	405	BERT-large	ALPS	110	0.496	0.484	
406	406	BERT-base	BADGE	110	0.471	0.388	
407	407	BERT-base	CAL	110	0.540	0.525	
408	408	BERT-large	CAL	110	0.480	0.385	
409	409	BERT-base	CAL	110	0.476	0.403	
410	410	RoBERTa-base	CAL	110	0.522	0.517	
411	411	RoBERTa-base	ALPS	110	0.507	0.488	
412	412	RoBERTa-large	bertKM	110	0.464	0.382	
413	413	BERT-base	CAL	110	0.513	0.446	
414	414	RoBERTa-base	CAL	110	0.513	0.465	
415	415	BERT-base	ALPS	110	0.496	0.468	
416	416	RoBERTa-base	bertKM	110	0.524	0.522	
417	417	DeBERTa-large	CAL	110	0.742	0.739	
418	418	BERT-base	CAL	110	0.513	0.441	
419	419	DeBERTa-large	CAL	110	0.680	0.676	
420	420	BERT-base	Density	110	0.487	0.393	
421	421	BERT-base	bertKM	110	0.507	0.452	
422	422	RoBERTa-base	Density	110	0.438	0.348	
423	423	RoBERTa-base	CAL	110	0.516	0.497	
424	424	DeBERTa-base	bertKM	110	0.549	0.526	
425	425	BERT-base	CAL	110	0.451	0.385	
426	426	DeBERTa-large	CAL	110	0.733	0.734	
427	427	DeBERTa-base	CAL	110	0.524	0.492	
428	428	BERT-large	CAL	110	0.498	0.397	
429	429	DeBERTa-large	CAL	110	0.756	0.755	
430	430	RoBERTa-large	CAL	110	0.533	0.524	
431	431	RoBERTa-base	CAL	110	0.462	0.431	
432	432	DeBERTa-large	CAL	110	0.684	0.677	
433	433	DeBERTa-base	CAL	110	0.500	0.476	
434	434	RoBERTa-base	CAL	110	0.451	0.431	
435	435	BERT-large	CAL	110	0.509	0.460	
436	436	BERT-large	CAL	110	0.416	0.315	
437	437	RoBERTa-large	Entropy	110	0.464	0.383	
438	438	BERT-base	CAL	110	0.473	0.395	
439	439	BERT-base	CAL	110	0.493	0.459	
440	440	DeBERTa-large	Density	110	0.544	0.436	
441	441	DeBERTa-large	bertKM	110	0.724	0.719	
442	442	RoBERTa-base	CAL	110	0.551	0.545	
443	443	BERT-large	CAL	110	0.478	0.387	
444	444	RoBERTa-large	CAL	110	0.538	0.541	
445	445	BERT-large	bertKM	110	0.473	0.403	
446	446	BERT-large	Entropy	110	0.544	0.522	
447	447	DeBERTa-large	CAL	110	0.742	0.743	
448	448	RoBERTa-base	CAL	110	0.384	0.305	
449	449	RoBERTa-large	CAL	110	0.429	0.408	
450	450	DeBERTa-base	CAL	120	0.529	0.520	
451	451	DeBERTa-large	CAL	120	0.769	0.767	
452	452	DeBERTa-large	Entropy	120	0.787	0.786	
453	453	RoBERTa-large	CAL	120	0.527	0.492	
454	454	BERT-base	CAL	120	0.507	0.441	
455	455	RoBERTa-base	CAL	120	0.553	0.552	
456	456	DeBERTa-large	CAL	120	0.684	0.679	
457	457	DeBERTa-base	Density	120	0.480	0.388	
458	458	BERT-base	CAL	120	0.520	0.507	
459	459	DeBERTa-large	CAL	120	0.736	0.728	
460	460	DeBERTa-large	CAL	120	0.742	0.738	
461	461	DeBERTa-base	CAL	120	0.562	0.543	
462	462	BERT-large	CAL	120	0.520	0.482	
463	463	BERT-large	CAL	120	0.513	0.411	
464	464	BERT-large	bertKM	120	0.456	0.407	
465	465	BERT-base	CAL	120	0.482	0.419	
466	466	DeBERTa-base	BADGE	120	0.558	0.534	
467	467	BERT-base	CAL	120	0.511	0.438	
468	468	RoBERTa-base	bertKM	120	0.516	0.517	
469	469	BERT-large	CAL	120	0.576	0.559	
470	470	DeBERTa-base	ALPS	120	0.482	0.440	
471	471	RoBERTa-base	CAL	120	0.578	0.574	
472	472	DeBERTa-large	CAL	120	0.778	0.778	
473	473	BERT-base	bertKM	120	0.536	0.492	
474	474	RoBERTa-base	CAL	120	0.569	0.568	
475	475	DeBERTa-large	CAL	120	0.724	0.712	
476	476	RoBERTa-large	CAL	120	0.549	0.543	
477	477	BERT-large	CAL	120	0.493	0.459	
478	478	BERT-large	CAL	120	0.436	0.366	
479	479	BERT-large	CAL	120	0.504	0.405	
480	480	DeBERTa-large	Density	120	0.429	0.323	
481	481	BERT-large	CAL	120	0.484	0.388	
482	482	RoBERTa-base	CAL	120	0.556	0.551	
483	483	BERT-large	Entropy	120	0.564	0.555	
484	484	DeBERTa-large	bertKM	120	0.722	0.716	
485	485	BERT-base	ALPS	120	0.513	0.487	
486	486	DeBERTa-base	Entropy	120	0.573	0.559	
487	487	BERT-base	CAL	120	0.516	0.460	
488	488	BERT-base	Density	120	0.489	0.405	
489	489	BERT-base	CAL	120	0.524	0.478	
490	490	BERT-large	Density	120	0.458	0.361	
491	491	BERT-large	CAL	120	0.438	0.371	
492	492	RoBERTa-large	CAL	120	0.489	0.458	
493	493	RoBERTa-large	CAL	120	0.522	0.523	
494	494	DeBERTa-base	CAL	120	0.591	0.586	
495	495	RoBERTa-large	CAL	120	0.471	0.380	
496	496	DeBERTa-base	bertKM	120	0.540	0.515	
497	497	RoBERTa-base	CAL	120	0.549	0.538	
498	498	RoBERTa-base	CAL	120	0.540	0.535	
499	499	RoBERTa-base	CAL	120	0.562	0.561	
500	500	RoBERTa-base	Density	120	0.451	0.361	
501	501	DeBERTa-base	CAL	120	0.542	0.503	
502	502	DeBERTa-base	CAL	120	0.542	0.521	
503	503	DeBERTa-large	CAL	120	0.720	0.705	
504	504	DeBERTa-base	CAL	120	0.518	0.478	
505	505	BERT-large	BADGE	120	0.513	0.447	
506	506	BERT-large	CAL	120	0.509	0.465	
507	507	RoBERTa-base	ALPS	120	0.489	0.457	
508	508	RoBERTa-large	Density	120	0.424	0.319	
