	Unnamed: 0	Model	Strategy	Instance	Acc	F1
2295	135	RoBERTa-base	Active_PETs	120	0.422	0.334
2296	136	BERT-base	Active_PETs	120	0.416	0.318
2297	137	BERT-large	Active_PETs	120	0.411	0.317
2298	138	DeBERTa-large	Active_PETs	120	0.462	0.381
2299	139	DeBERTa-base	Active_PETs	120	0.442	0.352
2300	140	DeBERTa-large	Ensemble_w/o_weighting	120	0.516	0.427
2301	141	BERT-large	Ensemble_w/o_weighting	120	0.387	0.310
2302	142	BERT-base	Ensemble_w/o_weighting	120	0.407	0.316
2303	143	RoBERTa-large	Ensemble_w/o_weighting	120	0.409	0.306
2304	144	BERT-base	Active_PETs	130	0.407	0.308
2305	145	DeBERTa-large	Active_PETs	130	0.442	0.355
2306	146	BERT-large	Active_PETs	130	0.416	0.322
2307	147	DeBERTa-large	Ensemble_w/o_weighting	130	0.442	0.361
2308	148	RoBERTa-base	Active_PETs	130	0.484	0.416
2309	149	DeBERTa-base	Ensemble_w/o_weighting	130	0.396	0.288
2310	150	DeBERTa-base	Active_PETs	130	0.387	0.274
2311	151	BERT-large	Ensemble_w/o_weighting	130	0.424	0.326
2312	152	RoBERTa-large	Active_PETs	130	0.360	0.222
2313	153	RoBERTa-base	Ensemble_w/o_weighting	130	0.438	0.347
2314	154	RoBERTa-large	Ensemble_w/o_weighting	130	0.340	0.181
2315	155	BERT-base	Ensemble_w/o_weighting	130	0.404	0.303
2316	156	RoBERTa-large	Active_PETs	140	0.344	0.197
2317	157	RoBERTa-base	Active_PETs	140	0.382	0.269
2318	158	BERT-base	Active_PETs	140	0.400	0.295
2319	159	BERT-large	Active_PETs	140	0.440	0.353
2320	160	DeBERTa-base	Active_PETs	140	0.427	0.328
2321	161	DeBERTa-large	Active_PETs	140	0.480	0.400
2322	162	DeBERTa-large	Ensemble_w/o_weighting	140	0.451	0.371
2323	163	BERT-large	Ensemble_w/o_weighting	140	0.424	0.323
2324	164	BERT-base	Ensemble_w/o_weighting	140	0.402	0.295
2325	165	RoBERTa-base	Ensemble_w/o_weighting	140	0.438	0.363
2326	166	RoBERTa-large	Ensemble_w/o_weighting	140	0.433	0.344
2327	167	DeBERTa-base	Ensemble_w/o_weighting	140	0.402	0.308
2328	168	RoBERTa-base	Active_PETs	150	0.391	0.291
2329	169	RoBERTa-large	Ensemble_w/o_weighting	150	0.462	0.364
2330	170	DeBERTa-large	Active_PETs	150	0.500	0.435
2331	171	BERT-large	Active_PETs	150	0.460	0.370
2332	172	RoBERTa-large	Active_PETs	150	0.424	0.322
2333	173	BERT-base	Active_PETs	150	0.409	0.300
2334	174	RoBERTa-base	Ensemble_w/o_weighting	150	0.420	0.334
2335	175	BERT-base	Ensemble_w/o_weighting	150	0.411	0.310
2336	176	BERT-large	Ensemble_w/o_weighting	150	0.429	0.336
2337	177	DeBERTa-large	Ensemble_w/o_weighting	150	0.487	0.409
2338	178	DeBERTa-base	Ensemble_w/o_weighting	150	0.396	0.283
2339	179	DeBERTa-base	Active_PETs	150	0.371	0.244
2340	180	DeBERTa-base	Active_PETs	160	0.382	0.263
2341	181	BERT-base	Active_PETs	160	0.364	0.235
2342	182	RoBERTa-base	Active_PETs	160	0.407	0.316
2343	183	RoBERTa-large	Active_PETs	160	0.349	0.202
2344	184	RoBERTa-base	Ensemble_w/o_weighting	160	0.407	0.307
2345	185	BERT-base	Ensemble_w/o_weighting	160	0.364	0.235
2346	186	DeBERTa-base	Ensemble_w/o_weighting	160	0.398	0.294
2347	187	DeBERTa-large	Ensemble_w/o_weighting	160	0.502	0.444
2348	188	BERT-large	Active_PETs	160	0.416	0.321
2349	189	DeBERTa-large	Active_PETs	160	0.456	0.376
2350	190	BERT-large	Ensemble_w/o_weighting	160	0.416	0.309
2351	191	RoBERTa-large	Ensemble_w/o_weighting	160	0.373	0.251
2352	192	RoBERTa-large	Ensemble_w/o_weighting	170	0.416	0.315
2353	193	BERT-base	Ensemble_w/o_weighting	170	0.356	0.217
2354	194	RoBERTa-base	Ensemble_w/o_weighting	170	0.431	0.342
2355	195	DeBERTa-base	Active_PETs	170	0.387	0.269
2356	196	DeBERTa-large	Active_PETs	170	0.544	0.487
2357	197	BERT-large	Active_PETs	170	0.422	0.330
2358	198	BERT-base	Active_PETs	170	0.342	0.186
2359	199	BERT-large	Ensemble_w/o_weighting	170	0.376	0.249
2360	200	RoBERTa-base	Active_PETs	170	0.411	0.313
2361	201	RoBERTa-large	Active_PETs	170	0.356	0.214
2362	202	DeBERTa-large	Ensemble_w/o_weighting	170	0.518	0.457
2363	203	DeBERTa-base	Ensemble_w/o_weighting	170	0.367	0.234
2364	204	RoBERTa-large	Ensemble_w/o_weighting	180	0.471	0.369
2365	205	BERT-base	Active_PETs	180	0.449	0.352
2366	206	BERT-large	Active_PETs	180	0.404	0.292
2367	207	DeBERTa-large	Active_PETs	180	0.553	0.488
2368	208	DeBERTa-large	Ensemble_w/o_weighting	180	0.527	0.466
2369	209	DeBERTa-base	Active_PETs	180	0.400	0.284
2370	210	BERT-large	Ensemble_w/o_weighting	180	0.438	0.343
2371	211	BERT-base	Ensemble_w/o_weighting	180	0.369	0.240
2372	212	DeBERTa-base	Ensemble_w/o_weighting	180	0.367	0.234
2373	213	RoBERTa-base	Ensemble_w/o_weighting	180	0.378	0.264
2374	214	RoBERTa-large	Active_PETs	180	0.438	0.334
2375	215	RoBERTa-base	Active_PETs	180	0.422	0.330
2376	216	RoBERTa-base	Active_PETs	190	0.422	0.332
2377	217	RoBERTa-large	Active_PETs	190	0.333	0.167
2378	218	RoBERTa-large	Ensemble_w/o_weighting	190	0.453	0.351
2379	219	RoBERTa-base	Ensemble_w/o_weighting	190	0.411	0.313
2380	220	BERT-base	Ensemble_w/o_weighting	190	0.384	0.267
2381	221	BERT-large	Ensemble_w/o_weighting	190	0.404	0.303
2382	222	DeBERTa-large	Active_PETs	190	0.513	0.462
2383	223	BERT-large	Active_PETs	190	0.411	0.324
2384	224	BERT-base	Active_PETs	190	0.353	0.210
2385	225	DeBERTa-large	Ensemble_w/o_weighting	190	0.482	0.409
2386	226	DeBERTa-base	Ensemble_w/o_weighting	190	0.378	0.258
2387	227	DeBERTa-base	Active_PETs	190	0.387	0.270
2388	228	DeBERTa-base	Active_PETs	200	0.362	0.226
2389	229	DeBERTa-large	Active_PETs	200	0.511	0.443
2390	230	BERT-large	Active_PETs	200	0.424	0.327
2391	231	BERT-base	Active_PETs	200	0.373	0.247
2392	232	RoBERTa-base	Active_PETs	200	0.449	0.361
2393	233	RoBERTa-large	Active_PETs	200	0.340	0.181
2394	234	RoBERTa-large	Ensemble_w/o_weighting	200	0.360	0.225
2395	235	RoBERTa-base	Ensemble_w/o_weighting	200	0.422	0.331
2396	236	BERT-base	Ensemble_w/o_weighting	200	0.338	0.176
2397	237	BERT-large	Ensemble_w/o_weighting	200	0.424	0.322
2398	238	DeBERTa-large	Ensemble_w/o_weighting	200	0.587	0.544
2399	239	DeBERTa-base	Ensemble_w/o_weighting	200	0.413	0.322
2400	240	RoBERTa-base	Ensemble_w/o_weighting	210	0.398	0.293
2401	241	RoBERTa-large	Ensemble_w/o_weighting	210	0.489	0.387
2402	242	RoBERTa-large	Active_PETs	210	0.404	0.298
2403	243	RoBERTa-base	Active_PETs	210	0.433	0.341
2404	244	BERT-base	Active_PETs	210	0.418	0.315
2405	245	DeBERTa-large	Active_PETs	210	0.491	0.424
2406	246	DeBERTa-base	Active_PETs	210	0.462	0.363
2407	247	BERT-large	Active_PETs	210	0.473	0.378
2408	248	BERT-base	Ensemble_w/o_weighting	210	0.353	0.210
2409	249	BERT-large	Ensemble_w/o_weighting	210	0.431	0.334
2410	250	DeBERTa-large	Ensemble_w/o_weighting	210	0.556	0.518
2411	251	DeBERTa-base	Ensemble_w/o_weighting	210	0.393	0.281
2412	252	RoBERTa-base	Ensemble_w/o_weighting	220	0.416	0.319
2413	253	RoBERTa-large	Ensemble_w/o_weighting	220	0.436	0.332
2414	254	BERT-base	Ensemble_w/o_weighting	220	0.409	0.303
2415	255	BERT-large	Ensemble_w/o_weighting	220	0.384	0.292
2416	256	DeBERTa-large	Ensemble_w/o_weighting	220	0.500	0.444
2417	257	BERT-large	Active_PETs	220	0.433	0.353
2418	258	RoBERTa-base	Active_PETs	220	0.456	0.370
2419	259	DeBERTa-base	Active_PETs	220	0.482	0.383
2420	260	BERT-base	Active_PETs	220	0.396	0.283
2421	261	DeBERTa-base	Ensemble_w/o_weighting	220	0.391	0.282
2422	262	DeBERTa-large	Active_PETs	220	0.536	0.476
2423	263	RoBERTa-large	Active_PETs	220	0.387	0.266
2424	264	DeBERTa-base	Ensemble_w/o_weighting	230	0.384	0.272
2425	265	DeBERTa-base	Active_PETs	230	0.364	0.232
2426	266	BERT-base	Active_PETs	230	0.413	0.306
2427	267	RoBERTa-large	Ensemble_w/o_weighting	230	0.384	0.274
2428	268	BERT-large	Active_PETs	230	0.398	0.292
2429	269	BERT-large	Ensemble_w/o_weighting	230	0.427	0.348
2430	270	BERT-base	Ensemble_w/o_weighting	230	0.384	0.272
2431	271	DeBERTa-large	Active_PETs	230	0.536	0.473
2432	272	RoBERTa-large	Active_PETs	230	0.373	0.247
2433	273	RoBERTa-base	Active_PETs	230	0.456	0.369
2434	274	DeBERTa-large	Ensemble_w/o_weighting	230	0.484	0.427
2435	275	RoBERTa-base	Ensemble_w/o_weighting	230	0.444	0.351
2436	276	RoBERTa-base	Ensemble_w/o_weighting	240	0.418	0.326
2437	277	RoBERTa-large	Active_PETs	240	0.462	0.364
2438	278	BERT-large	Active_PETs	240	0.471	0.375
2439	279	BERT-base	Active_PETs	240	0.427	0.322
2440	280	RoBERTa-base	Active_PETs	240	0.469	0.372
2441	281	RoBERTa-large	Ensemble_w/o_weighting	240	0.336	0.172
2442	282	DeBERTa-large	Active_PETs	240	0.551	0.507
2443	283	BERT-base	Ensemble_w/o_weighting	240	0.353	0.213
2444	284	DeBERTa-base	Active_PETs	240	0.458	0.354
2445	285	DeBERTa-large	Ensemble_w/o_weighting	240	0.564	0.530
2446	286	DeBERTa-base	Ensemble_w/o_weighting	240	0.460	0.381
2447	287	BERT-large	Ensemble_w/o_weighting	240	0.387	0.281
2448	288	RoBERTa-base	Active_PETs	250	0.436	0.341
2449	289	RoBERTa-large	Active_PETs	250	0.473	0.372
2450	290	BERT-base	Active_PETs	250	0.387	0.269
2451	291	BERT-large	Active_PETs	250	0.458	0.358
2452	292	DeBERTa-large	Active_PETs	250	0.500	0.431
2453	293	RoBERTa-base	Ensemble_w/o_weighting	250	0.458	0.376
2454	294	DeBERTa-base	Active_PETs	250	0.422	0.314
2455	295	RoBERTa-large	Ensemble_w/o_weighting	250	0.498	0.396
2456	296	BERT-base	Ensemble_w/o_weighting	250	0.431	0.333
2457	297	BERT-large	Ensemble_w/o_weighting	250	0.467	0.391
2458	298	DeBERTa-large	Ensemble_w/o_weighting	250	0.556	0.519
2459	299	DeBERTa-base	Ensemble_w/o_weighting	250	0.387	0.271
2460	300	RoBERTa-large	Ensemble_w/o_weighting	260	0.402	0.290
2461	301	DeBERTa-large	Ensemble_w/o_weighting	260	0.569	0.541
2462	302	BERT-large	Ensemble_w/o_weighting	260	0.469	0.387
2463	303	BERT-base	Ensemble_w/o_weighting	260	0.460	0.361
2464	304	DeBERTa-base	Ensemble_w/o_weighting	260	0.416	0.324
2465	305	RoBERTa-base	Ensemble_w/o_weighting	260	0.433	0.338
2466	306	DeBERTa-base	Active_PETs	260	0.431	0.329
2467	307	DeBERTa-large	Active_PETs	260	0.529	0.463
2468	308	BERT-large	Active_PETs	260	0.476	0.380
2469	309	BERT-base	Active_PETs	260	0.429	0.322
2470	310	RoBERTa-base	Active_PETs	260	0.453	0.357
2471	311	RoBERTa-large	Active_PETs	260	0.484	0.379
2472	312	BERT-base	Active_PETs	270	0.444	0.344
2473	313	DeBERTa-base	Active_PETs	270	0.489	0.385
2474	314	RoBERTa-base	Active_PETs	270	0.431	0.342
2475	315	RoBERTa-large	Active_PETs	270	0.518	0.409
2476	316	RoBERTa-large	Ensemble_w/o_weighting	270	0.460	0.358
2477	317	RoBERTa-base	Ensemble_w/o_weighting	270	0.418	0.318
2478	318	BERT-base	Ensemble_w/o_weighting	270	0.418	0.322
2479	319	BERT-large	Ensemble_w/o_weighting	270	0.424	0.334
2480	320	DeBERTa-large	Ensemble_w/o_weighting	270	0.551	0.504
2481	321	DeBERTa-base	Ensemble_w/o_weighting	270	0.427	0.328
2482	322	DeBERTa-large	Active_PETs	270	0.571	0.496
2483	323	BERT-large	Active_PETs	270	0.476	0.380
2484	324	DeBERTa-base	Ensemble_w/o_weighting	280	0.424	0.333
2485	325	RoBERTa-large	Active_PETs	280	0.496	0.390
2486	326	BERT-base	Ensemble_w/o_weighting	280	0.389	0.269
2487	327	RoBERTa-base	Ensemble_w/o_weighting	280	0.387	0.276
2488	328	RoBERTa-large	Ensemble_w/o_weighting	280	0.440	0.335
2489	329	RoBERTa-base	Active_PETs	280	0.438	0.342
2490	330	BERT-base	Active_PETs	280	0.389	0.272
2491	331	BERT-large	Active_PETs	280	0.456	0.359
2492	332	DeBERTa-large	Active_PETs	280	0.549	0.500
2493	333	DeBERTa-base	Active_PETs	280	0.409	0.300
2494	334	DeBERTa-large	Ensemble_w/o_weighting	280	0.562	0.533
2495	335	BERT-large	Ensemble_w/o_weighting	280	0.449	0.353
2496	336	RoBERTa-base	Active_PETs	290	0.436	0.336
2497	337	RoBERTa-base	Ensemble_w/o_weighting	290	0.447	0.356
2498	338	BERT-base	Active_PETs	290	0.387	0.268
2499	339	BERT-large	Active_PETs	290	0.460	0.365
2500	340	DeBERTa-base	Ensemble_w/o_weighting	290	0.398	0.284
2501	341	DeBERTa-large	Ensemble_w/o_weighting	290	0.529	0.476
2502	342	BERT-large	Ensemble_w/o_weighting	290	0.462	0.371
2503	343	BERT-base	Ensemble_w/o_weighting	290	0.404	0.295
2504	344	RoBERTa-large	Active_PETs	290	0.451	0.351
2505	345	RoBERTa-large	Ensemble_w/o_weighting	290	0.491	0.389
2506	346	DeBERTa-base	Active_PETs	290	0.438	0.334
2507	347	DeBERTa-large	Active_PETs	290	0.578	0.541
2508	348	BERT-base	Active_PETs	300	0.396	0.282
2509	349	BERT-large	Active_PETs	300	0.469	0.369
2510	350	DeBERTa-large	Active_PETs	300	0.567	0.515
2511	351	DeBERTa-base	Active_PETs	300	0.436	0.333
2512	352	RoBERTa-base	Active_PETs	300	0.469	0.376
2513	353	DeBERTa-large	Ensemble_w/o_weighting	300	0.496	0.439
2514	354	BERT-large	Ensemble_w/o_weighting	300	0.482	0.389
2515	355	BERT-base	Ensemble_w/o_weighting	300	0.342	0.186
2516	356	RoBERTa-base	Ensemble_w/o_weighting	300	0.429	0.338
2517	357	RoBERTa-large	Ensemble_w/o_weighting	300	0.473	0.373
2518	358	DeBERTa-base	Ensemble_w/o_weighting	300	0.447	0.357
2519	359	RoBERTa-large	Active_PETs	300	0.460	0.361
2520	0	DeBERTa-base	Active_PETs-o	10	0.291	0.212
2521	1	DeBERTa-large	Active_PETs-o	10	0.347	0.271
2522	2	BERT-large	Active_PETs-o	10	0.349	0.258
2523	3	BERT-base	Active_PETs-o	10	0.336	0.269
2524	4	RoBERTa-base	Active_PETs-o	10	0.364	0.269
2525	5	RoBERTa-large	Active_PETs-o	10	0.238	0.185
2526	6	BERT-large	Active_PETs-o	20	0.347	0.207
2527	7	RoBERTa-large	Active_PETs-o	20	0.344	0.213
2528	8	RoBERTa-base	Active_PETs-o	20	0.360	0.245
2529	9	BERT-base	Active_PETs-o	20	0.347	0.270
2530	10	DeBERTa-large	Active_PETs-o	20	0.382	0.296
2531	11	DeBERTa-base	Active_PETs-o	20	0.324	0.236
2532	12	DeBERTa-base	Active_PETs-o	30	0.331	0.247
2533	13	DeBERTa-large	Active_PETs-o	30	0.396	0.296
2534	14	BERT-base	Active_PETs-o	30	0.371	0.293
2535	15	BERT-large	Active_PETs-o	30	0.353	0.225
2536	16	RoBERTa-large	Active_PETs-o	30	0.327	0.182
2537	17	RoBERTa-base	Active_PETs-o	30	0.409	0.325
2538	18	BERT-base	Active_PETs-o	40	0.442	0.357
2539	19	BERT-large	Active_PETs-o	40	0.398	0.304
2540	20	DeBERTa-large	Active_PETs-o	40	0.478	0.403
2541	21	RoBERTa-base	Active_PETs-o	40	0.427	0.329
2542	22	DeBERTa-base	Active_PETs-o	40	0.373	0.296
2543	23	RoBERTa-large	Active_PETs-o	40	0.333	0.258
2544	24	DeBERTa-base	Active_PETs-o	50	0.391	0.362
2545	25	DeBERTa-large	Active_PETs-o	50	0.442	0.363
2546	26	BERT-large	Active_PETs-o	50	0.413	0.334
2547	27	BERT-base	Active_PETs-o	50	0.453	0.413
2548	28	RoBERTa-base	Active_PETs-o	50	0.442	0.384
2549	29	RoBERTa-large	Active_PETs-o	50	0.336	0.237
2550	30	DeBERTa-base	Active_PETs-o	60	0.407	0.355
2551	31	RoBERTa-large	Active_PETs-o	60	0.347	0.229
2552	32	DeBERTa-large	Active_PETs-o	60	0.458	0.387
2553	33	BERT-base	Active_PETs-o	60	0.420	0.351
2554	34	RoBERTa-base	Active_PETs-o	60	0.402	0.322
2555	35	BERT-large	Active_PETs-o	60	0.400	0.304
2556	36	RoBERTa-large	Active_PETs-o	70	0.367	0.347
2557	37	RoBERTa-base	Active_PETs-o	70	0.473	0.425
2558	38	BERT-base	Active_PETs-o	70	0.407	0.336
2559	39	BERT-large	Active_PETs-o	70	0.440	0.366
2560	40	DeBERTa-large	Active_PETs-o	70	0.507	0.441
2561	41	DeBERTa-base	Active_PETs-o	70	0.424	0.369
2562	42	DeBERTa-base	Active_PETs-o	80	0.451	0.402
2563	43	DeBERTa-large	Active_PETs-o	80	0.536	0.487
2564	44	BERT-large	Active_PETs-o	80	0.451	0.420
2565	45	BERT-base	Active_PETs-o	80	0.456	0.387
2566	46	RoBERTa-base	Active_PETs-o	80	0.469	0.403
2567	47	RoBERTa-large	Active_PETs-o	80	0.411	0.343
2568	48	BERT-large	Active_PETs-o	90	0.418	0.372
2569	49	DeBERTa-large	Active_PETs-o	90	0.556	0.500
2570	50	DeBERTa-base	Active_PETs-o	90	0.424	0.366
2571	51	BERT-base	Active_PETs-o	90	0.464	0.437
2572	52	RoBERTa-base	Active_PETs-o	90	0.440	0.395
2573	53	RoBERTa-large	Active_PETs-o	90	0.382	0.307
2574	54	BERT-large	Active_PETs-o	100	0.498	0.497
2575	55	DeBERTa-base	Active_PETs-o	100	0.453	0.396
2576	56	RoBERTa-large	Active_PETs-o	100	0.349	0.242
2577	57	RoBERTa-base	Active_PETs-o	100	0.478	0.431
2578	58	BERT-base	Active_PETs-o	100	0.484	0.445
2579	59	DeBERTa-large	Active_PETs-o	100	0.547	0.490
2580	60	DeBERTa-base	Active_PETs-o	110	0.424	0.356
2581	61	DeBERTa-large	Active_PETs-o	110	0.502	0.444
2582	62	RoBERTa-large	Active_PETs-o	110	0.369	0.268
2583	63	RoBERTa-base	Active_PETs-o	110	0.451	0.399
2584	64	BERT-large	Active_PETs-o	110	0.467	0.448
2585	65	BERT-base	Active_PETs-o	110	0.467	0.419
2586	66	DeBERTa-base	Active_PETs-o	120	0.458	0.403
2587	67	DeBERTa-large	Active_PETs-o	120	0.509	0.443
2588	68	BERT-large	Active_PETs-o	120	0.444	0.384
2589	69	BERT-base	Active_PETs-o	120	0.458	0.394
2590	70	RoBERTa-large	Active_PETs-o	120	0.360	0.278
2591	71	RoBERTa-base	Active_PETs-o	120	0.496	0.447
2592	72	DeBERTa-large	Active_PETs-o	130	0.516	0.462
2593	73	DeBERTa-base	Active_PETs-o	130	0.444	0.391
2594	74	BERT-large	Active_PETs-o	130	0.462	0.401
2595	75	BERT-base	Active_PETs-o	130	0.460	0.401
2596	76	RoBERTa-base	Active_PETs-o	130	0.484	0.452
2597	77	RoBERTa-large	Active_PETs-o	130	0.338	0.207
2598	78	DeBERTa-base	Active_PETs-o	140	0.473	0.417
2599	79	RoBERTa-large	Active_PETs-o	140	0.502	0.457
2600	80	RoBERTa-base	Active_PETs-o	140	0.516	0.465
2601	81	BERT-base	Active_PETs-o	140	0.462	0.406
2602	82	BERT-large	Active_PETs-o	140	0.504	0.453
2603	83	DeBERTa-large	Active_PETs-o	140	0.549	0.497
2604	84	DeBERTa-base	Active_PETs-o	150	0.476	0.414
2605	85	BERT-large	Active_PETs-o	150	0.524	0.483
2606	86	BERT-base	Active_PETs-o	150	0.522	0.497
2607	87	RoBERTa-base	Active_PETs-o	150	0.469	0.422
2608	88	RoBERTa-large	Active_PETs-o	150	0.402	0.357
2609	89	DeBERTa-large	Active_PETs-o	150	0.553	0.514
2610	90	RoBERTa-base	Active_PETs-o	160	0.511	0.474
2611	91	BERT-base	Active_PETs-o	160	0.482	0.430
2612	92	BERT-large	Active_PETs-o	160	0.507	0.457
2613	93	DeBERTa-large	Active_PETs-o	160	0.562	0.497
2614	94	RoBERTa-large	Active_PETs-o	160	0.482	0.447
2615	95	DeBERTa-base	Active_PETs-o	160	0.527	0.482
2616	96	RoBERTa-large	Active_PETs-o	170	0.493	0.437
2617	97	DeBERTa-large	Active_PETs-o	170	0.578	0.529
2618	98	DeBERTa-base	Active_PETs-o	170	0.467	0.403
2619	99	RoBERTa-base	Active_PETs-o	170	0.518	0.487
2620	100	BERT-large	Active_PETs-o	170	0.527	0.500
2621	101	BERT-base	Active_PETs-o	170	0.480	0.415
2622	102	RoBERTa-base	Active_PETs-o	180	0.520	0.492
2623	103	BERT-base	Active_PETs-o	180	0.487	0.449
2624	104	BERT-large	Active_PETs-o	180	0.516	0.485
2625	105	DeBERTa-large	Active_PETs-o	180	0.589	0.554
2626	106	DeBERTa-base	Active_PETs-o	180	0.542	0.511
2627	107	RoBERTa-large	Active_PETs-o	180	0.533	0.514
2628	108	RoBERTa-base	Active_PETs-o	190	0.511	0.486
2629	109	BERT-base	Active_PETs-o	190	0.493	0.443
2630	110	BERT-large	Active_PETs-o	190	0.529	0.503
2631	111	DeBERTa-large	Active_PETs-o	190	0.584	0.551
2632	112	DeBERTa-base	Active_PETs-o	190	0.553	0.507
2633	113	RoBERTa-large	Active_PETs-o	190	0.453	0.407
2634	114	DeBERTa-base	Active_PETs-o	200	0.529	0.476
2635	115	DeBERTa-large	Active_PETs-o	200	0.562	0.512
2636	116	BERT-large	Active_PETs-o	200	0.529	0.508
2637	117	BERT-base	Active_PETs-o	200	0.471	0.414
2638	118	RoBERTa-large	Active_PETs-o	200	0.416	0.389
2639	119	RoBERTa-base	Active_PETs-o	200	0.513	0.485
2640	120	DeBERTa-base	Active_PETs-o	210	0.522	0.485
2641	121	DeBERTa-large	Active_PETs-o	210	0.593	0.558
2642	122	BERT-large	Active_PETs-o	210	0.538	0.513
2643	123	BERT-base	Active_PETs-o	210	0.482	0.447
2644	124	RoBERTa-base	Active_PETs-o	210	0.522	0.485
2645	125	RoBERTa-large	Active_PETs-o	210	0.416	0.371
2646	126	RoBERTa-large	Active_PETs-o	220	0.318	0.275
2647	127	RoBERTa-base	Active_PETs-o	220	0.516	0.490
2648	128	BERT-base	Active_PETs-o	220	0.520	0.497
2649	129	BERT-large	Active_PETs-o	220	0.518	0.480
2650	130	DeBERTa-large	Active_PETs-o	220	0.616	0.580
2651	131	DeBERTa-base	Active_PETs-o	220	0.478	0.436
2652	132	RoBERTa-large	Active_PETs-o	230	0.424	0.402
2653	133	DeBERTa-base	Active_PETs-o	230	0.540	0.496
2654	134	RoBERTa-base	Active_PETs-o	230	0.540	0.505
2655	135	BERT-base	Active_PETs-o	230	0.513	0.476
2656	136	BERT-large	Active_PETs-o	230	0.529	0.488
2657	137	DeBERTa-large	Active_PETs-o	230	0.580	0.550
2658	138	BERT-large	Active_PETs-o	240	0.524	0.494
2659	139	DeBERTa-base	Active_PETs-o	240	0.560	0.528
2660	140	BERT-base	Active_PETs-o	240	0.491	0.459
2661	141	RoBERTa-base	Active_PETs-o	240	0.542	0.517
2662	142	RoBERTa-large	Active_PETs-o	240	0.500	0.432
2663	143	DeBERTa-large	Active_PETs-o	240	0.573	0.533
2664	144	DeBERTa-large	Active_PETs-o	250	0.584	0.545
2665	145	RoBERTa-base	Active_PETs-o	250	0.558	0.539
2666	146	BERT-base	Active_PETs-o	250	0.516	0.484
2667	147	RoBERTa-large	Active_PETs-o	250	0.480	0.428
2668	148	BERT-large	Active_PETs-o	250	0.531	0.485
2669	149	DeBERTa-base	Active_PETs-o	250	0.556	0.518
2670	150	DeBERTa-base	Active_PETs-o	260	0.522	0.482
2671	151	DeBERTa-large	Active_PETs-o	260	0.622	0.587
2672	152	BERT-large	Active_PETs-o	260	0.549	0.508
2673	153	BERT-base	Active_PETs-o	260	0.471	0.428
2674	154	RoBERTa-base	Active_PETs-o	260	0.524	0.490
2675	155	RoBERTa-large	Active_PETs-o	260	0.478	0.434
2676	156	BERT-base	Active_PETs-o	270	0.478	0.435
2677	157	RoBERTa-large	Active_PETs-o	270	0.376	0.299
2678	158	RoBERTa-base	Active_PETs-o	270	0.511	0.478
2679	159	BERT-large	Active_PETs-o	270	0.573	0.548
2680	160	DeBERTa-large	Active_PETs-o	270	0.582	0.545
2681	161	DeBERTa-base	Active_PETs-o	270	0.540	0.494
2682	162	DeBERTa-base	Active_PETs-o	280	0.571	0.531
2683	163	RoBERTa-base	Active_PETs-o	280	0.536	0.496
2684	164	BERT-base	Active_PETs-o	280	0.518	0.478
2685	165	BERT-large	Active_PETs-o	280	0.551	0.520
2686	166	RoBERTa-large	Active_PETs-o	280	0.496	0.452
2687	167	DeBERTa-large	Active_PETs-o	280	0.609	0.584
2688	168	RoBERTa-base	Active_PETs-o	290	0.531	0.499
2689	169	DeBERTa-base	Active_PETs-o	290	0.584	0.551
2690	170	DeBERTa-large	Active_PETs-o	290	0.600	0.565
2691	171	BERT-large	Active_PETs-o	290	0.524	0.476
2692	172	BERT-base	Active_PETs-o	290	0.507	0.492
2693	173	RoBERTa-large	Active_PETs-o	290	0.509	0.444
2694	174	RoBERTa-base	Active_PETs-o	300	0.527	0.494
2695	175	DeBERTa-base	Active_PETs-o	300	0.558	0.520
2696	176	DeBERTa-large	Active_PETs-o	300	0.578	0.533
2697	177	BERT-large	Active_PETs-o	300	0.538	0.496
2698	178	BERT-base	Active_PETs-o	300	0.516	0.474
2699	179	RoBERTa-large	Active_PETs-o	300	0.424	0.412
2700	0	DeBERTa-large	random	10	0.333	0.167
2701	1	BERT-base	random	10	0.333	0.175
2702	2	BERT-large	random	10	0.333	0.167
2703	3	DeBERTa-large	random	10	0.333	0.167
2704	4	BERT-large	random	10	0.333	0.167
2705	5	RoBERTa-large	random	10	0.333	0.167
2706	6	DeBERTa-base	random	10	0.329	0.165
2707	7	BERT-base	random	10	0.340	0.188
2708	8	DeBERTa-large	random	10	0.333	0.167
2709	9	RoBERTa-base	random	10	0.327	0.177
2710	10	BERT-base	random	10	0.333	0.174
2711	11	RoBERTa-large	random	10	0.331	0.181
2712	12	DeBERTa-large	random	10	0.333	0.167
2713	13	RoBERTa-large	random	10	0.333	0.168
2714	14	DeBERTa-base	random	10	0.322	0.167
2715	15	BERT-large	random	10	0.333	0.167
2716	16	BERT-large	random	10	0.333	0.167
2717	17	RoBERTa-base	random	10	0.329	0.173
2718	18	DeBERTa-base	random	10	0.331	0.170
2719	19	DeBERTa-base	random	10	0.331	0.170
2720	20	RoBERTa-large	random	10	0.333	0.168
2721	21	RoBERTa-large	random	10	0.333	0.168
2722	22	RoBERTa-base	random	10	0.333	0.182
2723	23	BERT-large	random	10	0.333	0.167
2724	24	RoBERTa-large	random	10	0.338	0.177
2725	25	BERT-large	random	10	0.333	0.167
2726	26	RoBERTa-large	random	10	0.336	0.185
