	Unnamed: 0	Model	Strategy	Instance	Acc	F1
1088	1088	DeBERTa-base	CAL	190	0.338	0.176
1089	1089	BERT-base	CAL	190	0.333	0.167
1090	1090	BERT-base	CAL	190	0.333	0.167
1091	1091	DeBERTa-large	CAL	190	0.489	0.384
1092	1092	DeBERTa-large	Entropy	190	0.482	0.412
1093	1093	RoBERTa-large	CAL	190	0.344	0.190
1094	1094	RoBERTa-large	CAL	190	0.400	0.295
1095	1095	RoBERTa-large	CAL	190	0.336	0.172
1096	1096	BERT-large	ALPS	190	0.338	0.177
1097	1097	BERT-large	bertKM	190	0.353	0.207
1098	1098	BERT-base	CAL	190	0.333	0.167
1099	1099	DeBERTa-base	CAL	190	0.336	0.172
1100	1100	BERT-base	bertKM	190	0.333	0.167
1101	1101	BERT-large	BADGE	190	0.333	0.167
1102	1102	DeBERTa-large	CAL	190	0.444	0.342
1103	1103	BERT-large	CAL	190	0.420	0.312
1104	1104	BERT-large	CAL	190	0.371	0.239
1105	1105	RoBERTa-base	ALPS	190	0.393	0.277
1106	1106	DeBERTa-large	CAL	190	0.436	0.344
1107	1107	BERT-large	CAL	190	0.373	0.252
1108	1108	RoBERTa-base	CAL	190	0.353	0.207
1109	1109	DeBERTa-base	CAL	190	0.338	0.178
1110	1110	RoBERTa-large	CAL	190	0.369	0.242
1111	1111	RoBERTa-large	BADGE	190	0.347	0.194
1112	1112	DeBERTa-base	bertKM	190	0.333	0.167
1113	1113	DeBERTa-base	Density	190	0.333	0.167
1114	1114	DeBERTa-base	CAL	190	0.333	0.171
1115	1115	BERT-base	ALPS	190	0.333	0.167
1116	1116	BERT-base	CAL	190	0.333	0.167
1117	1117	RoBERTa-large	CAL	190	0.360	0.219
1118	1118	BERT-base	CAL	190	0.333	0.167
1119	1119	RoBERTa-large	bertKM	190	0.333	0.168
1120	1120	DeBERTa-large	CAL	190	0.504	0.417
1121	1121	RoBERTa-base	CAL	190	0.404	0.292
1122	1122	DeBERTa-base	Entropy	190	0.340	0.181
1123	1123	BERT-base	CAL	190	0.333	0.167
1124	1124	DeBERTa-base	BADGE	190	0.340	0.181
1125	1125	DeBERTa-large	CAL	190	0.498	0.420
1126	1126	RoBERTa-large	Density	190	0.333	0.167
1127	1127	BERT-large	Density	190	0.333	0.167
1128	1128	RoBERTa-base	CAL	190	0.380	0.260
1129	1129	RoBERTa-large	CAL	190	0.338	0.176
1130	1130	DeBERTa-base	CAL	190	0.338	0.177
1131	1131	BERT-large	CAL	190	0.333	0.167
1132	1132	DeBERTa-base	CAL	190	0.336	0.176
1133	1133	RoBERTa-base	BADGE	190	0.373	0.251
1134	1134	RoBERTa-base	CAL	190	0.371	0.247
1135	1135	BERT-base	CAL	190	0.333	0.167
1136	1136	DeBERTa-base	CAL	190	0.333	0.167
1137	1137	BERT-large	Entropy	190	0.333	0.168
1138	1138	DeBERTa-large	Density	190	0.333	0.167
1139	1139	RoBERTa-large	CAL	190	0.356	0.211
1140	1140	BERT-base	CAL	190	0.333	0.167
1141	1141	DeBERTa-base	CAL	190	0.331	0.166
1142	1142	BERT-large	CAL	190	0.378	0.251
1143	1143	RoBERTa-large	CAL	190	0.349	0.214
1144	1144	DeBERTa-large	CAL	190	0.440	0.363
1145	1145	BERT-base	CAL	190	0.333	0.167
1146	1146	BERT-large	CAL	190	0.360	0.224
1147	1147	BERT-large	CAL	190	0.356	0.211
1148	1148	RoBERTa-base	CAL	190	0.338	0.177
1149	1149	BERT-base	Entropy	190	0.333	0.167
1150	1150	BERT-large	CAL	190	0.333	0.167
1151	1151	DeBERTa-large	CAL	190	0.427	0.320
1152	1152	RoBERTa-base	CAL	190	0.362	0.231
1153	1153	DeBERTa-base	CAL	190	0.333	0.167
1154	1154	DeBERTa-large	ALPS	190	0.409	0.305
1155	1155	DeBERTa-large	CAL	190	0.436	0.332
1156	1156	DeBERTa-large	CAL	190	0.362	0.226
1157	1157	BERT-base	Density	190	0.333	0.167
1158	1158	RoBERTa-large	CAL	190	0.362	0.226
1159	1159	RoBERTa-base	CAL	190	0.398	0.288
1160	1160	DeBERTa-large	bertKM	190	0.496	0.402
1161	1161	DeBERTa-base	CAL	190	0.336	0.173
1162	1162	BERT-base	CAL	190	0.333	0.167
1163	1163	DeBERTa-base	ALPS	190	0.333	0.167
1164	1164	RoBERTa-base	Entropy	190	0.353	0.210
1165	1165	BERT-large	CAL	190	0.353	0.219
1166	1166	DeBERTa-large	CAL	190	0.413	0.321
1167	1167	RoBERTa-base	CAL	190	0.396	0.290
1168	1168	RoBERTa-large	ALPS	190	0.333	0.167
1169	1169	RoBERTa-large	CAL	190	0.349	0.202
1170	1170	BERT-base	Entropy	200	0.333	0.167
1171	1171	DeBERTa-large	ALPS	200	0.360	0.219
1172	1172	DeBERTa-large	CAL	200	0.444	0.353
1173	1173	BERT-base	ALPS	200	0.333	0.167
1174	1174	BERT-base	CAL	200	0.333	0.167
1175	1175	RoBERTa-base	CAL	200	0.389	0.271
1176	1176	RoBERTa-base	CAL	200	0.380	0.259
1177	1177	RoBERTa-large	ALPS	200	0.333	0.167
1178	1178	DeBERTa-base	Entropy	200	0.340	0.181
1179	1179	DeBERTa-large	CAL	200	0.427	0.319
1180	1180	RoBERTa-large	CAL	200	0.349	0.202
1181	1181	BERT-large	CAL	200	0.333	0.167
1182	1182	DeBERTa-base	ALPS	200	0.333	0.167
1183	1183	RoBERTa-large	Density	200	0.333	0.167
1184	1184	BERT-large	Density	200	0.333	0.167
1185	1185	DeBERTa-base	CAL	200	0.336	0.172
1186	1186	BERT-large	CAL	200	0.360	0.220
1187	1187	RoBERTa-large	BADGE	200	0.367	0.236
1188	1188	RoBERTa-base	CAL	200	0.371	0.244
1189	1189	BERT-large	CAL	200	0.338	0.176
1190	1190	BERT-base	BADGE	200	0.333	0.167
1191	1191	DeBERTa-base	BADGE	200	0.333	0.167
1192	1192	RoBERTa-base	CAL	200	0.413	0.311
1193	1193	DeBERTa-base	CAL	200	0.333	0.167
1194	1194	DeBERTa-base	CAL	200	0.336	0.176
1195	1195	BERT-base	bertKM	200	0.333	0.167
1196	1196	BERT-base	CAL	200	0.333	0.167
1197	1197	BERT-large	CAL	200	0.387	0.274
1198	1198	DeBERTa-large	CAL	200	0.407	0.305
1199	1199	DeBERTa-large	CAL	200	0.504	0.418
1200	1200	DeBERTa-large	CAL	200	0.491	0.399
1201	1201	DeBERTa-large	CAL	200	0.529	0.461
1202	1202	BERT-large	ALPS	200	0.333	0.167
1203	1203	RoBERTa-large	CAL	200	0.336	0.171
1204	1204	DeBERTa-base	Density	200	0.333	0.167
1205	1205	RoBERTa-large	CAL	200	0.389	0.283
1206	1206	BERT-base	CAL	200	0.340	0.182
1207	1207	BERT-large	Entropy	200	0.333	0.169
1208	1208	BERT-large	CAL	200	0.342	0.186
1209	1209	BERT-base	CAL	200	0.333	0.167
1210	1210	DeBERTa-large	CAL	200	0.362	0.226
1211	1211	RoBERTa-base	CAL	200	0.418	0.311
1212	1212	DeBERTa-base	CAL	200	0.333	0.167
1213	1213	RoBERTa-base	Entropy	200	0.362	0.223
1214	1214	RoBERTa-base	ALPS	200	0.373	0.247
1215	1215	RoBERTa-large	Entropy	200	0.407	0.300
1216	1216	DeBERTa-large	Density	200	0.333	0.167
1217	1217	RoBERTa-large	CAL	200	0.389	0.287
1218	1218	DeBERTa-large	Entropy	200	0.500	0.433
1219	1219	RoBERTa-large	CAL	200	0.351	0.212
1220	1220	BERT-large	BADGE	200	0.344	0.193
1221	1221	BERT-base	CAL	200	0.333	0.167
1222	1222	RoBERTa-base	BADGE	200	0.422	0.345
1223	1223	RoBERTa-base	CAL	200	0.373	0.245
1224	1224	DeBERTa-base	CAL	200	0.333	0.167
1225	1225	BERT-base	CAL	200	0.333	0.167
1226	1226	RoBERTa-large	CAL	200	0.362	0.236
1227	1227	BERT-large	CAL	200	0.362	0.226
1228	1228	DeBERTa-base	CAL	200	0.331	0.167
1229	1229	DeBERTa-base	CAL	200	0.336	0.173
1230	1230	RoBERTa-base	CAL	200	0.362	0.240
1231	1231	RoBERTa-large	CAL	200	0.367	0.231
1232	1232	BERT-large	CAL	200	0.336	0.171
1233	1233	RoBERTa-large	CAL	200	0.342	0.186
1234	1234	RoBERTa-large	bertKM	200	0.349	0.211
1235	1235	BERT-base	Density	200	0.333	0.167
1236	1236	DeBERTa-base	bertKM	200	0.336	0.171
1237	1237	RoBERTa-base	bertKM	200	0.373	0.251
1238	1238	DeBERTa-base	CAL	200	0.333	0.167
1239	1239	BERT-large	CAL	200	0.424	0.320
1240	1240	RoBERTa-base	CAL	200	0.356	0.220
1241	1241	RoBERTa-large	CAL	200	0.358	0.221
1242	1242	DeBERTa-base	CAL	200	0.333	0.172
1243	1243	DeBERTa-large	bertKM	200	0.411	0.301
1244	1244	RoBERTa-base	Density	200	0.333	0.167
1245	1245	BERT-large	CAL	200	0.404	0.291
1246	1246	DeBERTa-large	CAL	200	0.473	0.385
1247	1247	RoBERTa-large	CAL	200	0.369	0.251
1248	1248	DeBERTa-large	CAL	200	0.480	0.391
1249	1249	DeBERTa-base	CAL	200	0.336	0.171
1250	1250	BERT-base	CAL	200	0.333	0.167
1251	1251	RoBERTa-base	CAL	200	0.364	0.241
1252	1252	BERT-base	CAL	200	0.333	0.167
1253	1253	BERT-base	CAL	200	0.333	0.167
1254	1254	BERT-large	bertKM	200	0.364	0.227
1255	1255	RoBERTa-base	CAL	200	0.402	0.294
1256	1256	BERT-large	CAL	200	0.340	0.185
1257	1257	DeBERTa-large	BADGE	200	0.367	0.236
1258	1258	BERT-base	CAL	200	0.333	0.167
1259	1259	DeBERTa-large	CAL	200	0.404	0.289
1260	1260	DeBERTa-base	CAL	210	0.333	0.167
1261	1261	BERT-large	CAL	210	0.393	0.274
1262	1262	BERT-base	CAL	210	0.333	0.167
1263	1263	BERT-large	Density	210	0.333	0.167
1264	1264	RoBERTa-base	Entropy	210	0.400	0.293
1265	1265	BERT-large	CAL	210	0.382	0.260
1266	1266	BERT-base	ALPS	210	0.333	0.167
1267	1267	DeBERTa-large	BADGE	210	0.387	0.264
1268	1268	RoBERTa-large	CAL	210	0.338	0.177
1269	1269	DeBERTa-base	bertKM	210	0.333	0.167
1270	1270	BERT-base	CAL	210	0.338	0.177
1271	1271	RoBERTa-large	CAL	210	0.349	0.199
1272	1272	RoBERTa-large	ALPS	210	0.333	0.167
1273	1273	RoBERTa-base	CAL	210	0.409	0.302
1274	1274	RoBERTa-base	CAL	210	0.376	0.246
1275	1275	RoBERTa-base	CAL	210	0.376	0.252
1276	1276	BERT-base	CAL	210	0.336	0.172
1277	1277	BERT-base	CAL	210	0.333	0.167
1278	1278	DeBERTa-large	CAL	210	0.387	0.270
1279	1279	RoBERTa-base	CAL	210	0.369	0.242
1280	1280	BERT-base	CAL	210	0.333	0.167
1281	1281	DeBERTa-large	CAL	210	0.422	0.320
1282	1282	DeBERTa-large	CAL	210	0.364	0.234
1283	1283	RoBERTa-large	Entropy	210	0.347	0.194
1284	1284	RoBERTa-base	Density	210	0.333	0.167
1285	1285	DeBERTa-large	CAL	210	0.436	0.337
1286	1286	BERT-base	Density	210	0.333	0.167
1287	1287	RoBERTa-large	CAL	210	0.356	0.214
1288	1288	BERT-large	CAL	210	0.378	0.252
1289	1289	RoBERTa-large	CAL	210	0.364	0.230
1290	1290	DeBERTa-base	Density	210	0.333	0.167
1291	1291	DeBERTa-base	CAL	210	0.338	0.177
1292	1292	BERT-large	Entropy	210	0.342	0.187
1293	1293	RoBERTa-large	CAL	210	0.336	0.171
1294	1294	RoBERTa-large	CAL	210	0.371	0.243
1295	1295	DeBERTa-base	CAL	210	0.333	0.167
1296	1296	DeBERTa-base	CAL	210	0.331	0.167
1297	1297	DeBERTa-large	CAL	210	0.520	0.413
1298	1298	BERT-base	Entropy	210	0.333	0.167
1299	1299	RoBERTa-base	BADGE	210	0.400	0.305
1300	1300	DeBERTa-large	Entropy	210	0.484	0.396
1301	1301	BERT-large	CAL	210	0.384	0.260
1302	1302	BERT-large	BADGE	210	0.333	0.167
1303	1303	BERT-base	CAL	210	0.333	0.167
1304	1304	BERT-large	CAL	210	0.333	0.167
1305	1305	BERT-base	CAL	210	0.333	0.167
1306	1306	BERT-large	CAL	210	0.362	0.226
1307	1307	DeBERTa-base	ALPS	210	0.333	0.167
1308	1308	DeBERTa-base	CAL	210	0.340	0.181
1309	1309	DeBERTa-base	CAL	210	0.333	0.167
1310	1310	BERT-large	CAL	210	0.360	0.220
1311	1311	RoBERTa-base	CAL	210	0.398	0.290
1312	1312	DeBERTa-base	CAL	210	0.336	0.171
1313	1313	BERT-base	bertKM	210	0.333	0.167
1314	1314	BERT-large	CAL	210	0.344	0.193
1315	1315	RoBERTa-large	bertKM	210	0.333	0.167
1316	1316	RoBERTa-base	CAL	210	0.431	0.329
1317	1317	RoBERTa-large	BADGE	210	0.360	0.228
1318	1318	BERT-large	bertKM	210	0.384	0.263
1319	1319	DeBERTa-large	CAL	210	0.533	0.453
1320	1320	BERT-base	CAL	210	0.333	0.167
1321	1321	DeBERTa-large	CAL	210	0.511	0.423
1322	1322	BERT-base	CAL	210	0.336	0.172
1323	1323	BERT-base	BADGE	210	0.333	0.167
1324	1324	DeBERTa-large	CAL	210	0.469	0.390
1325	1325	BERT-large	ALPS	210	0.338	0.177
1326	1326	DeBERTa-large	Density	210	0.333	0.167
1327	1327	DeBERTa-large	CAL	210	0.420	0.323
1328	1328	RoBERTa-large	CAL	210	0.389	0.296
1329	1329	DeBERTa-large	CAL	210	0.511	0.446
1330	1330	DeBERTa-base	CAL	210	0.333	0.167
1331	1331	DeBERTa-base	Entropy	210	0.338	0.176
1332	1332	DeBERTa-base	BADGE	210	0.333	0.167
1333	1333	DeBERTa-base	CAL	210	0.340	0.182
1334	1334	RoBERTa-base	bertKM	210	0.391	0.277
1335	1335	DeBERTa-large	ALPS	210	0.436	0.348
1336	1336	RoBERTa-large	CAL	210	0.349	0.208
1337	1337	BERT-large	CAL	210	0.402	0.295
1338	1338	RoBERTa-base	CAL	210	0.369	0.246
1339	1339	RoBERTa-base	CAL	210	0.387	0.277
1340	1340	RoBERTa-base	CAL	210	0.389	0.275
1341	1341	RoBERTa-large	Density	210	0.333	0.167
1342	1342	RoBERTa-large	CAL	210	0.349	0.199
1343	1343	RoBERTa-base	CAL	210	0.380	0.259
1344	1344	RoBERTa-large	CAL	210	0.353	0.216
1345	1345	RoBERTa-base	ALPS	210	0.416	0.309
1346	1346	DeBERTa-base	CAL	210	0.336	0.171
1347	1347	BERT-base	CAL	210	0.333	0.167
1348	1348	BERT-large	CAL	210	0.333	0.167
1349	1349	DeBERTa-large	bertKM	210	0.438	0.344
1350	1350	DeBERTa-large	ALPS	220	0.462	0.378
1351	1351	RoBERTa-base	CAL	220	0.384	0.265
1352	1352	DeBERTa-large	Density	220	0.333	0.167
1353	1353	DeBERTa-large	CAL	220	0.413	0.312
1354	1354	RoBERTa-base	CAL	220	0.391	0.276
1355	1355	DeBERTa-large	CAL	220	0.473	0.406
1356	1356	RoBERTa-base	CAL	220	0.336	0.172
1357	1357	RoBERTa-base	BADGE	220	0.404	0.297
1358	1358	DeBERTa-base	bertKM	220	0.336	0.171
1359	1359	RoBERTa-base	CAL	220	0.387	0.287
1360	1360	BERT-large	CAL	220	0.400	0.283
1361	1361	BERT-large	CAL	220	0.360	0.219
1362	1362	RoBERTa-large	CAL	220	0.387	0.277
1363	1363	DeBERTa-large	CAL	220	0.493	0.389
1364	1364	DeBERTa-large	CAL	220	0.498	0.418
1365	1365	BERT-large	CAL	220	0.398	0.278
1366	1366	DeBERTa-large	CAL	220	0.436	0.335
1367	1367	RoBERTa-large	Entropy	220	0.358	0.240
1368	1368	RoBERTa-base	CAL	220	0.387	0.269
1369	1369	BERT-large	CAL	220	0.344	0.191
1370	1370	BERT-large	bertKM	220	0.336	0.172
1371	1371	BERT-large	Entropy	220	0.336	0.172
1372	1372	RoBERTa-large	bertKM	220	0.347	0.201
1373	1373	DeBERTa-base	CAL	220	0.336	0.171
1374	1374	BERT-large	Density	220	0.333	0.167
1375	1375	RoBERTa-base	ALPS	220	0.413	0.304
1376	1376	RoBERTa-large	CAL	220	0.347	0.198
1377	1377	BERT-large	CAL	220	0.344	0.190
1378	1378	BERT-large	CAL	220	0.356	0.214
1379	1379	BERT-large	CAL	220	0.436	0.328
1380	1380	RoBERTa-base	CAL	220	0.376	0.252
1381	1381	RoBERTa-base	CAL	220	0.353	0.207
1382	1382	BERT-large	CAL	220	0.382	0.257
1383	1383	DeBERTa-large	CAL	220	0.467	0.380
1384	1384	BERT-large	CAL	220	0.411	0.301
1385	1385	BERT-large	BADGE	220	0.336	0.171
1386	1386	BERT-large	CAL	220	0.391	0.271
1387	1387	RoBERTa-base	CAL	220	0.420	0.318
1388	1388	DeBERTa-large	CAL	220	0.527	0.471
1389	1389	DeBERTa-large	CAL	220	0.407	0.297
1390	1390	DeBERTa-base	Entropy	220	0.333	0.167
1391	1391	DeBERTa-large	BADGE	220	0.482	0.383
1392	1392	BERT-large	ALPS	220	0.342	0.186
1393	1393	DeBERTa-base	Density	220	0.333	0.167
1394	1394	DeBERTa-base	CAL	220	0.333	0.167
1395	1395	RoBERTa-large	CAL	220	0.373	0.257
1396	1396	DeBERTa-large	CAL	220	0.498	0.422
1397	1397	DeBERTa-base	CAL	220	0.344	0.190
1398	1398	DeBERTa-base	CAL	220	0.333	0.167
1399	1399	RoBERTa-large	ALPS	220	0.333	0.167
1400	1400	BERT-base	CAL	220	0.338	0.176
1401	1401	BERT-base	CAL	220	0.336	0.172
1402	1402	BERT-base	Entropy	220	0.333	0.167
1403	1403	RoBERTa-large	CAL	220	0.351	0.203
1404	1404	BERT-base	bertKM	220	0.333	0.167
1405	1405	DeBERTa-base	BADGE	220	0.333	0.167
1406	1406	RoBERTa-base	Entropy	220	0.398	0.289
1407	1407	DeBERTa-base	CAL	220	0.333	0.167
1408	1408	RoBERTa-large	CAL	220	0.344	0.190
1409	1409	RoBERTa-large	CAL	220	0.362	0.255
1410	1410	DeBERTa-base	ALPS	220	0.333	0.167
1411	1411	BERT-base	CAL	220	0.344	0.190
1412	1412	DeBERTa-base	CAL	220	0.333	0.167
1413	1413	RoBERTa-base	bertKM	220	0.402	0.294
1414	1414	BERT-base	CAL	220	0.336	0.171
1415	1415	BERT-base	Density	220	0.333	0.167
1416	1416	DeBERTa-base	CAL	220	0.336	0.176
1417	1417	DeBERTa-base	CAL	220	0.336	0.172
1418	1418	DeBERTa-large	Entropy	220	0.520	0.446
1419	1419	RoBERTa-base	Density	220	0.333	0.167
1420	1420	RoBERTa-base	CAL	220	0.371	0.245
1421	1421	RoBERTa-large	CAL	220	0.338	0.176
1422	1422	DeBERTa-large	bertKM	220	0.438	0.337
1423	1423	BERT-base	CAL	220	0.333	0.167
1424	1424	DeBERTa-base	CAL	220	0.333	0.167
1425	1425	RoBERTa-base	CAL	220	0.422	0.318
1426	1426	RoBERTa-large	BADGE	220	0.371	0.241
1427	1427	DeBERTa-base	CAL	220	0.333	0.167
1428	1428	BERT-base	CAL	220	0.336	0.172
1429	1429	BERT-base	CAL	220	0.333	0.167
1430	1430	RoBERTa-large	CAL	220	0.349	0.202
1431	1431	BERT-base	ALPS	220	0.333	0.167
1432	1432	BERT-base	CAL	220	0.342	0.186
1433	1433	RoBERTa-large	Density	220	0.333	0.167
1434	1434	BERT-base	CAL	220	0.333	0.167
1435	1435	RoBERTa-large	CAL	220	0.333	0.167
1436	1436	BERT-base	CAL	220	0.349	0.199
1437	1437	DeBERTa-large	CAL	220	0.489	0.390
1438	1438	RoBERTa-large	CAL	220	0.400	0.289
1439	1439	BERT-base	BADGE	220	0.333	0.167
1440	1440	RoBERTa-base	BADGE	230	0.404	0.308
1441	1441	RoBERTa-base	CAL	230	0.378	0.261
1442	1442	RoBERTa-base	Density	230	0.333	0.167
1443	1443	DeBERTa-large	CAL	230	0.478	0.396
1444	1444	RoBERTa-large	Entropy	230	0.376	0.246
1445	1445	RoBERTa-base	bertKM	230	0.376	0.255
1446	1446	RoBERTa-large	Density	230	0.333	0.167
1447	1447	RoBERTa-large	CAL	230	0.358	0.245
1448	1448	RoBERTa-large	CAL	230	0.349	0.199
1449	1449	BERT-large	CAL	230	0.364	0.227
1450	1450	RoBERTa-base	CAL	230	0.338	0.176
1451	1451	RoBERTa-large	CAL	230	0.384	0.274
1452	1452	DeBERTa-base	Density	230	0.333	0.167
1453	1453	DeBERTa-base	Entropy	230	0.336	0.171
1454	1454	DeBERTa-large	CAL	230	0.538	0.435
1455	1455	BERT-large	CAL	230	0.351	0.204
1456	1456	DeBERTa-base	CAL	230	0.333	0.167
1457	1457	RoBERTa-base	ALPS	230	0.404	0.294
1458	1458	DeBERTa-base	CAL	230	0.336	0.175
1459	1459	BERT-large	CAL	230	0.391	0.269
1460	1460	BERT-large	CAL	230	0.364	0.227
1461	1461	BERT-large	ALPS	230	0.333	0.172
1462	1462	RoBERTa-base	CAL	230	0.393	0.280
1463	1463	BERT-large	CAL	230	0.367	0.236
1464	1464	RoBERTa-large	CAL	230	0.333	0.167
1465	1465	RoBERTa-large	CAL	230	0.351	0.214
1466	1466	RoBERTa-base	Entropy	230	0.393	0.281
1467	1467	BERT-large	BADGE	230	0.333	0.167
1468	1468	DeBERTa-base	CAL	230	0.333	0.167
1469	1469	BERT-large	bertKM	230	0.360	0.222
1470	1470	DeBERTa-large	bertKM	230	0.416	0.314
1471	1471	RoBERTa-base	CAL	230	0.387	0.267
1472	1472	RoBERTa-base	CAL	230	0.409	0.307
1473	1473	DeBERTa-large	CAL	230	0.520	0.429
1474	1474	BERT-large	Entropy	230	0.340	0.184
1475	1475	BERT-large	CAL	230	0.371	0.238
1476	1476	RoBERTa-base	CAL	230	0.373	0.245
1477	1477	RoBERTa-base	CAL	230	0.353	0.221
1478	1478	BERT-large	Density	230	0.333	0.167
1479	1479	RoBERTa-large	BADGE	230	0.344	0.191
1480	1480	DeBERTa-large	BADGE	230	0.451	0.351
1481	1481	DeBERTa-base	CAL	230	0.336	0.176
1482	1482	DeBERTa-base	CAL	230	0.331	0.166
1483	1483	BERT-base	CAL	230	0.336	0.172
1484	1484	RoBERTa-large	CAL	230	0.360	0.219
1485	1485	DeBERTa-large	CAL	230	0.476	0.380
1486	1486	DeBERTa-large	CAL	230	0.487	0.397
1487	1487	DeBERTa-base	BADGE	230	0.333	0.167
1488	1488	BERT-base	CAL	230	0.336	0.172
1489	1489	DeBERTa-base	bertKM	230	0.338	0.176
1490	1490	BERT-large	CAL	230	0.402	0.291
1491	1491	DeBERTa-large	CAL	230	0.504	0.417
1492	1492	DeBERTa-large	CAL	230	0.456	0.366
1493	1493	DeBERTa-large	CAL	230	0.500	0.396
1494	1494	DeBERTa-base	CAL	230	0.333	0.167
1495	1495	BERT-base	ALPS	230	0.333	0.167
1496	1496	RoBERTa-large	bertKM	230	0.340	0.188
1497	1497	DeBERTa-base	CAL	230	0.336	0.175
1498	1498	BERT-large	CAL	230	0.378	0.250
1499	1499	RoBERTa-large	CAL	230	0.362	0.232
1500	1500	BERT-large	CAL	230	0.389	0.268
1501	1501	BERT-base	CAL	230	0.333	0.167
1502	1502	DeBERTa-base	CAL	230	0.333	0.167
1503	1503	BERT-base	bertKM	230	0.333	0.167
1504	1504	DeBERTa-base	ALPS	230	0.333	0.167
1505	1505	BERT-base	BADGE	230	0.333	0.167
1506	1506	DeBERTa-large	Entropy	230	0.576	0.540
1507	1507	BERT-base	CAL	230	0.333	0.167
1508	1508	RoBERTa-large	CAL	230	0.333	0.167
1509	1509	BERT-base	CAL	230	0.333	0.167
1510	1510	BERT-base	Density	230	0.333	0.167
1511	1511	BERT-base	Entropy	230	0.333	0.167
1512	1512	BERT-base	CAL	230	0.333	0.167
1513	1513	RoBERTa-base	CAL	230	0.373	0.254
1514	1514	BERT-base	CAL	230	0.333	0.167
1515	1515	BERT-base	CAL	230	0.336	0.171
1516	1516	RoBERTa-large	CAL	230	0.369	0.245
1517	1517	DeBERTa-base	CAL	230	0.340	0.184
1518	1518	RoBERTa-large	CAL	230	0.336	0.171
1519	1519	BERT-base	CAL	230	0.333	0.167
1520	1520	DeBERTa-large	CAL	230	0.484	0.420
1521	1521	RoBERTa-base	CAL	230	0.380	0.263
1522	1522	DeBERTa-large	ALPS	230	0.402	0.290
1523	1523	RoBERTa-base	CAL	230	0.411	0.302
1524	1524	BERT-large	CAL	230	0.369	0.235
1525	1525	DeBERTa-large	CAL	230	0.467	0.367
1526	1526	RoBERTa-large	ALPS	230	0.338	0.178
1527	1527	DeBERTa-base	CAL	230	0.333	0.167
1528	1528	BERT-base	CAL	230	0.333	0.167
1529	1529	DeBERTa-large	Density	230	0.333	0.167
1530	1530	DeBERTa-large	ALPS	240	0.451	0.351
1531	1531	BERT-large	bertKM	240	0.336	0.171
1532	1532	RoBERTa-base	bertKM	240	0.371	0.246
1533	1533	DeBERTa-base	BADGE	240	0.333	0.167
1534	1534	BERT-base	CAL	240	0.333	0.167
1535	1535	DeBERTa-base	CAL	240	0.333	0.168
1536	1536	DeBERTa-large	CAL	240	0.536	0.439
1537	1537	DeBERTa-base	CAL	240	0.333	0.167
1538	1538	RoBERTa-base	CAL	240	0.356	0.214
1539	1539	RoBERTa-base	BADGE	240	0.418	0.309
1540	1540	DeBERTa-large	CAL	240	0.493	0.412
1541	1541	RoBERTa-base	Entropy	240	0.371	0.239
1542	1542	BERT-base	CAL	240	0.349	0.199
1543	1543	BERT-base	Density	240	0.333	0.167
1544	1544	BERT-base	CAL	240	0.333	0.167
1545	1545	DeBERTa-base	CAL	240	0.336	0.172
1546	1546	RoBERTa-large	Entropy	240	0.418	0.310
1547	1547	BERT-large	CAL	240	0.367	0.231
1548	1548	BERT-base	Entropy	240	0.333	0.167
1549	1549	BERT-base	CAL	240	0.333	0.167
1550	1550	BERT-base	CAL	240	0.338	0.176
1551	1551	RoBERTa-large	CAL	240	0.338	0.176
1552	1552	DeBERTa-base	CAL	240	0.336	0.175
1553	1553	DeBERTa-large	CAL	240	0.509	0.404
1554	1554	RoBERTa-large	Density	240	0.338	0.177
1555	1555	RoBERTa-base	CAL	240	0.387	0.270
1556	1556	DeBERTa-large	bertKM	240	0.418	0.318
1557	1557	RoBERTa-base	CAL	240	0.373	0.249
1558	1558	BERT-base	BADGE	240	0.333	0.167
1559	1559	RoBERTa-large	ALPS	240	0.333	0.167
1560	1560	RoBERTa-large	CAL	240	0.358	0.220
1561	1561	RoBERTa-base	CAL	240	0.402	0.294
1562	1562	BERT-base	CAL	240	0.333	0.167
1563	1563	DeBERTa-base	CAL	240	0.340	0.185
1564	1564	RoBERTa-large	CAL	240	0.344	0.191
1565	1565	DeBERTa-base	ALPS	240	0.333	0.167
1566	1566	RoBERTa-large	bertKM	240	0.333	0.167
1567	1567	RoBERTa-large	CAL	240	0.333	0.167
1568	1568	BERT-large	CAL	240	0.333	0.168
1569	1569	DeBERTa-base	CAL	240	0.333	0.167
1570	1570	DeBERTa-base	CAL	240	0.333	0.167
1571	1571	BERT-base	CAL	240	0.333	0.167
1572	1572	RoBERTa-large	CAL	240	0.362	0.223
1573	1573	DeBERTa-large	CAL	240	0.498	0.416
1574	1574	BERT-base	CAL	240	0.333	0.167
1575	1575	DeBERTa-base	CAL	240	0.333	0.167
1576	1576	RoBERTa-base	CAL	240	0.424	0.322
1577	1577	DeBERTa-base	CAL	240	0.336	0.172
1578	1578	RoBERTa-base	Density	240	0.333	0.167
1579	1579	DeBERTa-base	Entropy	240	0.333	0.167
1580	1580	BERT-large	CAL	240	0.404	0.288
1581	1581	RoBERTa-large	CAL	240	0.351	0.215
1582	1582	RoBERTa-large	CAL	240	0.347	0.206
