	Unnamed: 0	Model	Strategy	Instance	Acc	F1	Unnamed: 0.1
2489	329	RoBERTa-base	Active_PETs	280	0.484	0.477	
2490	330	BERT-base	Active_PETs	280	0.373	0.289	
2491	331	BERT-large	Active_PETs	280	0.453	0.418	
2492	332	DeBERTa-large	Active_PETs	280	0.620	0.624	
2493	333	DeBERTa-base	Active_PETs	280	0.469	0.436	
2494	334	DeBERTa-large	Ensemble_w/o_weighting	280	0.549	0.532	
2495	335	BERT-large	Ensemble_w/o_weighting	280	0.429	0.361	
2496	336	RoBERTa-base	Active_PETs	290	0.487	0.474	
2497	337	RoBERTa-base	Ensemble_w/o_weighting	290	0.482	0.467	
2498	338	BERT-base	Active_PETs	290	0.389	0.310	
2499	339	BERT-large	Active_PETs	290	0.447	0.403	
2500	340	DeBERTa-base	Ensemble_w/o_weighting	290	0.444	0.394	
2501	341	DeBERTa-large	Ensemble_w/o_weighting	290	0.587	0.582	
2502	342	BERT-large	Ensemble_w/o_weighting	290	0.418	0.354	
2503	343	BERT-base	Ensemble_w/o_weighting	290	0.362	0.249	
2504	344	RoBERTa-large	Active_PETs	290	0.396	0.324	
2505	345	RoBERTa-large	Ensemble_w/o_weighting	290	0.562	0.540	
2506	346	DeBERTa-base	Active_PETs	290	0.513	0.508	
2507	347	DeBERTa-large	Active_PETs	290	0.580	0.575	
2508	348	BERT-base	Active_PETs	300	0.376	0.285	
2509	349	BERT-large	Active_PETs	300	0.411	0.327	
2510	350	DeBERTa-large	Active_PETs	300	0.607	0.612	
2511	351	DeBERTa-base	Active_PETs	300	0.467	0.438	
2512	352	RoBERTa-base	Active_PETs	300	0.491	0.487	
2513	353	DeBERTa-large	Ensemble_w/o_weighting	300	0.549	0.540	
2514	354	BERT-large	Ensemble_w/o_weighting	300	0.458	0.422	
2515	355	BERT-base	Ensemble_w/o_weighting	300	0.358	0.237	
2516	356	RoBERTa-base	Ensemble_w/o_weighting	300	0.500	0.468	
2517	357	RoBERTa-large	Ensemble_w/o_weighting	300	0.560	0.558	
2518	358	DeBERTa-base	Ensemble_w/o_weighting	300	0.487	0.459	
2519	359	RoBERTa-large	Active_PETs	300	0.340	0.184	
2520	0	DeBERTa-base	Active_PETs-o	10	0.296	0.255	
2521	1	DeBERTa-large	Active_PETs-o	10	0.282	0.258	
2522	2	BERT-large	Active_PETs-o	10	0.404	0.327	
2523	3	BERT-base	Active_PETs-o	10	0.340	0.242	
2524	4	RoBERTa-base	Active_PETs-o	10	0.407	0.378	
2525	5	RoBERTa-large	Active_PETs-o	10	0.169	0.169	
2526	6	BERT-large	Active_PETs-o	20	0.420	0.334	
2527	7	RoBERTa-large	Active_PETs-o	20	0.213	0.185	
2528	8	RoBERTa-base	Active_PETs-o	20	0.404	0.401	
2529	9	BERT-base	Active_PETs-o	20	0.289	0.248	
2530	10	DeBERTa-large	Active_PETs-o	20	0.353	0.284	
2531	11	DeBERTa-base	Active_PETs-o	20	0.318	0.293	
2532	12	DeBERTa-base	Active_PETs-o	30	0.329	0.283	
2533	13	DeBERTa-large	Active_PETs-o	30	0.418	0.336	
2534	14	BERT-base	Active_PETs-o	30	0.338	0.254	
2535	15	BERT-large	Active_PETs-o	30	0.400	0.326	
2536	16	RoBERTa-large	Active_PETs-o	30	0.278	0.216	
2537	17	RoBERTa-base	Active_PETs-o	30	0.447	0.443	
2538	18	BERT-base	Active_PETs-o	40	0.376	0.315	
2539	19	BERT-large	Active_PETs-o	40	0.449	0.406	
2540	20	DeBERTa-large	Active_PETs-o	40	0.507	0.465	
2541	21	RoBERTa-base	Active_PETs-o	40	0.478	0.472	
2542	22	DeBERTa-base	Active_PETs-o	40	0.420	0.387	
2543	23	RoBERTa-large	Active_PETs-o	40	0.424	0.381	
2544	24	DeBERTa-base	Active_PETs-o	50	0.444	0.409	
2545	25	DeBERTa-large	Active_PETs-o	50	0.540	0.520	
2546	26	BERT-large	Active_PETs-o	50	0.449	0.418	
2547	27	BERT-base	Active_PETs-o	50	0.396	0.388	
2548	28	RoBERTa-base	Active_PETs-o	50	0.498	0.497	
2549	29	RoBERTa-large	Active_PETs-o	50	0.418	0.390	
2550	30	DeBERTa-base	Active_PETs-o	60	0.440	0.390	
2551	31	RoBERTa-large	Active_PETs-o	60	0.431	0.390	
2552	32	DeBERTa-large	Active_PETs-o	60	0.478	0.442	
2553	33	BERT-base	Active_PETs-o	60	0.384	0.334	
2554	34	RoBERTa-base	Active_PETs-o	60	0.476	0.459	
2555	35	BERT-large	Active_PETs-o	60	0.467	0.423	
2556	36	RoBERTa-large	Active_PETs-o	70	0.438	0.397	
2557	37	RoBERTa-base	Active_PETs-o	70	0.509	0.497	
2558	38	BERT-base	Active_PETs-o	70	0.402	0.379	
2559	39	BERT-large	Active_PETs-o	70	0.489	0.469	
2560	40	DeBERTa-large	Active_PETs-o	70	0.562	0.556	
2561	41	DeBERTa-base	Active_PETs-o	70	0.467	0.431	
2562	42	DeBERTa-base	Active_PETs-o	80	0.473	0.454	
2563	43	DeBERTa-large	Active_PETs-o	80	0.553	0.535	
2564	44	BERT-large	Active_PETs-o	80	0.489	0.466	
2565	45	BERT-base	Active_PETs-o	80	0.402	0.388	
2566	46	RoBERTa-base	Active_PETs-o	80	0.509	0.503	
2567	47	RoBERTa-large	Active_PETs-o	80	0.420	0.399	
2568	48	BERT-large	Active_PETs-o	90	0.480	0.461	
2569	49	DeBERTa-large	Active_PETs-o	90	0.593	0.587	
2570	50	DeBERTa-base	Active_PETs-o	90	0.482	0.468	
2571	51	BERT-base	Active_PETs-o	90	0.409	0.375	
2572	52	RoBERTa-base	Active_PETs-o	90	0.513	0.497	
2573	53	RoBERTa-large	Active_PETs-o	90	0.564	0.568	
2574	54	BERT-large	Active_PETs-o	100	0.524	0.511	
2575	55	DeBERTa-base	Active_PETs-o	100	0.531	0.519	
2576	56	RoBERTa-large	Active_PETs-o	100	0.538	0.538	
2577	57	RoBERTa-base	Active_PETs-o	100	0.533	0.530	
2578	58	BERT-base	Active_PETs-o	100	0.436	0.438	
2579	59	DeBERTa-large	Active_PETs-o	100	0.551	0.537	
2580	60	DeBERTa-base	Active_PETs-o	110	0.476	0.461	
2581	61	DeBERTa-large	Active_PETs-o	110	0.571	0.560	
2582	62	RoBERTa-large	Active_PETs-o	110	0.458	0.437	
2583	63	RoBERTa-base	Active_PETs-o	110	0.536	0.538	
2584	64	BERT-large	Active_PETs-o	110	0.518	0.513	
2585	65	BERT-base	Active_PETs-o	110	0.407	0.398	
2586	66	DeBERTa-base	Active_PETs-o	120	0.522	0.513	
2587	67	DeBERTa-large	Active_PETs-o	120	0.578	0.579	
2588	68	BERT-large	Active_PETs-o	120	0.504	0.502	
2589	69	BERT-base	Active_PETs-o	120	0.404	0.380	
2590	70	RoBERTa-large	Active_PETs-o	120	0.538	0.539	
2591	71	RoBERTa-base	Active_PETs-o	120	0.524	0.521	
2592	72	DeBERTa-large	Active_PETs-o	130	0.578	0.572	
2593	73	DeBERTa-base	Active_PETs-o	130	0.482	0.471	
2594	74	BERT-large	Active_PETs-o	130	0.496	0.492	
2595	75	BERT-base	Active_PETs-o	130	0.402	0.391	
2596	76	RoBERTa-base	Active_PETs-o	130	0.531	0.526	
2597	77	RoBERTa-large	Active_PETs-o	130	0.482	0.471	
2598	78	DeBERTa-base	Active_PETs-o	140	0.549	0.547	
2599	79	RoBERTa-large	Active_PETs-o	140	0.502	0.505	
2600	80	RoBERTa-base	Active_PETs-o	140	0.567	0.568	
2601	81	BERT-base	Active_PETs-o	140	0.440	0.437	
2602	82	BERT-large	Active_PETs-o	140	0.478	0.461	
2603	83	DeBERTa-large	Active_PETs-o	140	0.564	0.565	
2604	84	DeBERTa-base	Active_PETs-o	150	0.520	0.514	
2605	85	BERT-large	Active_PETs-o	150	0.502	0.501	
2606	86	BERT-base	Active_PETs-o	150	0.389	0.375	
2607	87	RoBERTa-base	Active_PETs-o	150	0.522	0.519	
2608	88	RoBERTa-large	Active_PETs-o	150	0.524	0.523	
2609	89	DeBERTa-large	Active_PETs-o	150	0.580	0.579	
2610	90	RoBERTa-base	Active_PETs-o	160	0.542	0.542	
2611	91	BERT-base	Active_PETs-o	160	0.416	0.412	
2612	92	BERT-large	Active_PETs-o	160	0.516	0.519	
2613	93	DeBERTa-large	Active_PETs-o	160	0.611	0.616	
2614	94	RoBERTa-large	Active_PETs-o	160	0.467	0.468	
2615	95	DeBERTa-base	Active_PETs-o	160	0.524	0.520	
2616	96	RoBERTa-large	Active_PETs-o	170	0.469	0.469	
2617	97	DeBERTa-large	Active_PETs-o	170	0.584	0.586	
2618	98	DeBERTa-base	Active_PETs-o	170	0.522	0.515	
2619	99	RoBERTa-base	Active_PETs-o	170	0.549	0.546	
2620	100	BERT-large	Active_PETs-o	170	0.491	0.487	
2621	101	BERT-base	Active_PETs-o	170	0.440	0.433	
2622	102	RoBERTa-base	Active_PETs-o	180	0.549	0.545	
2623	103	BERT-base	Active_PETs-o	180	0.420	0.419	
2624	104	BERT-large	Active_PETs-o	180	0.504	0.495	
2625	105	DeBERTa-large	Active_PETs-o	180	0.556	0.555	
2626	106	DeBERTa-base	Active_PETs-o	180	0.516	0.508	
2627	107	RoBERTa-large	Active_PETs-o	180	0.518	0.516	
2628	108	RoBERTa-base	Active_PETs-o	190	0.567	0.565	
2629	109	BERT-base	Active_PETs-o	190	0.413	0.404	
2630	110	BERT-large	Active_PETs-o	190	0.500	0.492	
2631	111	DeBERTa-large	Active_PETs-o	190	0.609	0.614	
2632	112	DeBERTa-base	Active_PETs-o	190	0.542	0.541	
2633	113	RoBERTa-large	Active_PETs-o	190	0.498	0.488	
2634	114	DeBERTa-base	Active_PETs-o	200	0.551	0.545	
2635	115	DeBERTa-large	Active_PETs-o	200	0.587	0.587	
2636	116	BERT-large	Active_PETs-o	200	0.504	0.503	
2637	117	BERT-base	Active_PETs-o	200	0.427	0.413	
2638	118	RoBERTa-large	Active_PETs-o	200	0.553	0.553	
2639	119	RoBERTa-base	Active_PETs-o	200	0.540	0.541	
2640	120	DeBERTa-base	Active_PETs-o	210	0.489	0.487	
2641	121	DeBERTa-large	Active_PETs-o	210	0.589	0.590	
2642	122	BERT-large	Active_PETs-o	210	0.509	0.505	
2643	123	BERT-base	Active_PETs-o	210	0.422	0.412	
2644	124	RoBERTa-base	Active_PETs-o	210	0.551	0.547	
2645	125	RoBERTa-large	Active_PETs-o	210	0.580	0.584	
2646	126	RoBERTa-large	Active_PETs-o	220	0.558	0.556	
2647	127	RoBERTa-base	Active_PETs-o	220	0.556	0.556	
2648	128	BERT-base	Active_PETs-o	220	0.409	0.395	
2649	129	BERT-large	Active_PETs-o	220	0.547	0.547	
2650	130	DeBERTa-large	Active_PETs-o	220	0.609	0.612	
2651	131	DeBERTa-base	Active_PETs-o	220	0.564	0.562	
2652	132	RoBERTa-large	Active_PETs-o	230	0.471	0.478	
2653	133	DeBERTa-base	Active_PETs-o	230	0.538	0.529	
2654	134	RoBERTa-base	Active_PETs-o	230	0.533	0.530	
2655	135	BERT-base	Active_PETs-o	230	0.429	0.416	
2656	136	BERT-large	Active_PETs-o	230	0.556	0.557	
2657	137	DeBERTa-large	Active_PETs-o	230	0.607	0.610	
2658	138	BERT-large	Active_PETs-o	240	0.500	0.487	
2659	139	DeBERTa-base	Active_PETs-o	240	0.551	0.547	
2660	140	BERT-base	Active_PETs-o	240	0.398	0.365	
2661	141	RoBERTa-base	Active_PETs-o	240	0.531	0.529	
2662	142	RoBERTa-large	Active_PETs-o	240	0.529	0.536	
2663	143	DeBERTa-large	Active_PETs-o	240	0.604	0.603	
2664	144	DeBERTa-large	Active_PETs-o	250	0.613	0.618	
2665	145	RoBERTa-base	Active_PETs-o	250	0.531	0.531	
2666	146	BERT-base	Active_PETs-o	250	0.411	0.396	
2667	147	RoBERTa-large	Active_PETs-o	250	0.611	0.615	
2668	148	BERT-large	Active_PETs-o	250	0.513	0.510	
2669	149	DeBERTa-base	Active_PETs-o	250	0.529	0.522	
2670	150	DeBERTa-base	Active_PETs-o	260	0.549	0.545	
2671	151	DeBERTa-large	Active_PETs-o	260	0.596	0.600	
2672	152	BERT-large	Active_PETs-o	260	0.504	0.495	
2673	153	BERT-base	Active_PETs-o	260	0.420	0.402	
2674	154	RoBERTa-base	Active_PETs-o	260	0.547	0.542	
2675	155	RoBERTa-large	Active_PETs-o	260	0.547	0.545	
2676	156	BERT-base	Active_PETs-o	270	0.402	0.394	
2677	157	RoBERTa-large	Active_PETs-o	270	0.551	0.550	
2678	158	RoBERTa-base	Active_PETs-o	270	0.533	0.523	
2679	159	BERT-large	Active_PETs-o	270	0.529	0.521	
2680	160	DeBERTa-large	Active_PETs-o	270	0.598	0.598	
2681	161	DeBERTa-base	Active_PETs-o	270	0.531	0.523	
2682	162	DeBERTa-base	Active_PETs-o	280	0.558	0.554	
2683	163	RoBERTa-base	Active_PETs-o	280	0.569	0.571	
2684	164	BERT-base	Active_PETs-o	280	0.431	0.423	
2685	165	BERT-large	Active_PETs-o	280	0.487	0.471	
2686	166	RoBERTa-large	Active_PETs-o	280	0.518	0.507	
2687	167	DeBERTa-large	Active_PETs-o	280	0.573	0.570	
2688	168	RoBERTa-base	Active_PETs-o	290	0.544	0.537	
2689	169	DeBERTa-base	Active_PETs-o	290	0.544	0.542	
2690	170	DeBERTa-large	Active_PETs-o	290	0.587	0.585	
2691	171	BERT-large	Active_PETs-o	290	0.504	0.497	
2692	172	BERT-base	Active_PETs-o	290	0.438	0.420	
2693	173	RoBERTa-large	Active_PETs-o	290	0.533	0.529	
2694	174	RoBERTa-base	Active_PETs-o	300	0.560	0.558	
2695	175	DeBERTa-base	Active_PETs-o	300	0.522	0.521	
2696	176	DeBERTa-large	Active_PETs-o	300	0.616	0.615	
2697	177	BERT-large	Active_PETs-o	300	0.529	0.513	
2698	178	BERT-base	Active_PETs-o	300	0.438	0.424	
2699	179	RoBERTa-large	Active_PETs-o	300	0.584	0.581	
2700	0	DeBERTa-large	random	10	0.396	0.344	0.000
2701	1	BERT-base	random	10	0.324	0.264	1.000
2702	2	BERT-large	random	10	0.351	0.224	2.000
2703	3	DeBERTa-large	random	10	0.331	0.167	3.000
2704	4	BERT-large	random	10	0.353	0.242	4.000
2705	5	RoBERTa-large	random	10	0.358	0.297	5.000
2706	6	DeBERTa-base	random	10	0.304	0.187	6.000
2707	7	BERT-base	random	10	0.311	0.226	7.000
2708	8	DeBERTa-large	random	10	0.400	0.365	8.000
2709	9	RoBERTa-base	random	10	0.356	0.354	9.000
2710	10	BERT-base	random	10	0.324	0.263	10.000
2711	11	RoBERTa-large	random	10	0.318	0.181	11.000
2712	12	DeBERTa-large	random	10	0.329	0.177	12.000
2713	13	RoBERTa-large	random	10	0.336	0.185	13.000
2714	14	DeBERTa-base	random	10	0.296	0.222	14.000
2715	15	BERT-large	random	10	0.329	0.184	15.000
2716	16	BERT-large	random	10	0.358	0.230	16.000
2717	17	RoBERTa-base	random	10	0.391	0.358	17.000
2718	18	DeBERTa-base	random	10	0.273	0.191	18.000
2719	19	DeBERTa-base	random	10	0.307	0.205	19.000
2720	20	RoBERTa-large	random	10	0.247	0.190	20.000
2721	21	RoBERTa-large	random	10	0.269	0.199	21.000
2722	22	RoBERTa-base	random	10	0.349	0.335	22.000
2723	23	BERT-large	random	10	0.336	0.179	23.000
2724	24	RoBERTa-large	random	10	0.327	0.168	24.000
2725	25	BERT-large	random	10	0.329	0.184	25.000
2726	26	RoBERTa-large	random	10	0.333	0.191	26.000
2727	27	DeBERTa-large	random	10	0.358	0.238	27.000
2728	28	BERT-base	random	10	0.311	0.214	28.000
2729	29	BERT-base	random	10	0.327	0.293	29.000
2730	30	BERT-base	random	10	0.351	0.284	30.000
2731	31	DeBERTa-large	random	10	0.311	0.247	31.000
2732	32	RoBERTa-base	random	10	0.376	0.350	32.000
2733	33	DeBERTa-base	random	10	0.273	0.262	33.000
2734	34	DeBERTa-base	random	10	0.289	0.194	34.000
2735	35	DeBERTa-base	random	10	0.307	0.266	35.000
2736	36	DeBERTa-base	random	10	0.284	0.222	36.000
2737	37	BERT-large	random	10	0.331	0.166	37.000
2738	38	DeBERTa-large	random	10	0.338	0.202	38.000
2739	39	BERT-large	random	10	0.336	0.192	39.000
2740	40	RoBERTa-large	random	10	0.324	0.168	40.000
2741	41	BERT-base	random	10	0.316	0.264	41.000
2742	42	RoBERTa-large	random	10	0.342	0.312	42.000
2743	43	RoBERTa-base	random	10	0.373	0.355	43.000
2744	44	RoBERTa-base	random	10	0.342	0.321	44.000
2745	45	RoBERTa-base	random	10	0.360	0.338	45.000
2746	46	RoBERTa-base	random	10	0.376	0.367	46.000
2747	47	RoBERTa-large	random	10	0.273	0.200	47.000
2748	48	BERT-base	random	10	0.318	0.211	48.000
2749	49	DeBERTa-large	random	10	0.333	0.171	49.000
2750	50	BERT-base	random	10	0.311	0.206	50.000
2751	51	DeBERTa-base	random	10	0.289	0.225	51.000
2752	52	BERT-large	random	10	0.338	0.183	52.000
2753	53	BERT-base	random	10	0.320	0.240	53.000
2754	54	DeBERTa-base	random	10	0.307	0.202	54.000
2755	55	DeBERTa-large	random	10	0.329	0.189	55.000
2756	56	RoBERTa-base	random	10	0.396	0.332	56.000
2757	57	DeBERTa-large	random	10	0.402	0.312	57.000
2758	58	BERT-large	random	10	0.389	0.359	58.000
2759	59	RoBERTa-base	random	10	0.380	0.370	59.000
2760	60	DeBERTa-base	random	20	0.309	0.255	60.000
2761	61	RoBERTa-large	random	20	0.291	0.196	61.000
2762	62	DeBERTa-large	random	20	0.356	0.270	62.000
2763	63	DeBERTa-large	random	20	0.387	0.279	63.000
2764	64	RoBERTa-base	random	20	0.351	0.245	64.000
2765	65	BERT-large	random	20	0.333	0.185	65.000
2766	66	RoBERTa-large	random	20	0.371	0.310	66.000
2767	67	RoBERTa-large	random	20	0.340	0.189	67.000
2768	68	BERT-large	random	20	0.409	0.330	68.000
2769	69	RoBERTa-base	random	20	0.398	0.395	69.000
2770	70	DeBERTa-base	random	20	0.318	0.186	70.000
2771	71	RoBERTa-base	random	20	0.349	0.244	71.000
2772	72	DeBERTa-base	random	20	0.349	0.246	72.000
2773	73	DeBERTa-large	random	20	0.404	0.325	73.000
2774	74	DeBERTa-large	random	20	0.340	0.188	74.000
2775	75	BERT-large	random	20	0.344	0.194	75.000
2776	76	BERT-base	random	20	0.322	0.244	76.000
2777	77	DeBERTa-base	random	20	0.322	0.216	77.000
2778	78	RoBERTa-base	random	20	0.347	0.240	78.000
2779	79	BERT-base	random	20	0.329	0.166	79.000
2780	80	BERT-base	random	20	0.331	0.233	80.000
2781	81	RoBERTa-large	random	20	0.329	0.178	81.000
2782	82	BERT-base	random	20	0.329	0.170	82.000
2783	83	DeBERTa-base	random	20	0.338	0.215	83.000
2784	84	BERT-base	random	20	0.327	0.245	84.000
2785	85	RoBERTa-large	random	20	0.347	0.219	85.000
2786	86	BERT-base	random	20	0.329	0.166	86.000
2787	87	DeBERTa-base	random	20	0.313	0.181	87.000
2788	88	DeBERTa-large	random	20	0.378	0.270	88.000
2789	89	RoBERTa-large	random	20	0.322	0.195	89.000
2790	90	BERT-large	random	20	0.338	0.220	90.000
2791	91	RoBERTa-base	random	20	0.316	0.270	91.000
2792	92	BERT-base	random	20	0.331	0.171	92.000
2793	93	RoBERTa-base	random	20	0.353	0.259	93.000
2794	94	DeBERTa-large	random	20	0.333	0.167	94.000
2795	95	BERT-base	random	20	0.336	0.237	95.000
2796	96	RoBERTa-large	random	20	0.336	0.180	96.000
2797	97	BERT-large	random	20	0.333	0.170	97.000
2798	98	DeBERTa-base	random	20	0.329	0.214	98.000
2799	99	RoBERTa-base	random	20	0.336	0.227	99.000
2800	100	DeBERTa-base	random	20	0.313	0.170	100.000
2801	101	BERT-large	random	20	0.333	0.181	101.000
2802	102	BERT-large	random	20	0.340	0.226	102.000
2803	103	DeBERTa-large	random	20	0.387	0.275	103.000
2804	104	BERT-base	random	20	0.331	0.171	104.000
2805	105	DeBERTa-large	random	20	0.333	0.168	105.000
2806	106	DeBERTa-large	random	20	0.333	0.167	106.000
2807	107	DeBERTa-large	random	20	0.344	0.201	107.000
2808	108	BERT-base	random	20	0.333	0.175	108.000
2809	109	DeBERTa-base	random	20	0.318	0.173	109.000
2810	110	RoBERTa-large	random	20	0.322	0.216	110.000
2811	111	RoBERTa-large	random	20	0.353	0.263	111.000
2812	112	RoBERTa-base	random	20	0.362	0.314	112.000
2813	113	RoBERTa-base	random	20	0.331	0.272	113.000
2814	114	BERT-large	random	20	0.369	0.264	114.000
2815	115	BERT-large	random	20	0.351	0.257	115.000
2816	116	DeBERTa-base	random	20	0.289	0.210	116.000
2817	117	BERT-large	random	20	0.413	0.331	117.000
2818	118	RoBERTa-base	random	20	0.331	0.184	118.000
2819	119	RoBERTa-large	random	20	0.356	0.290	119.000
2820	120	DeBERTa-large	random	30	0.349	0.212	120.000
2821	121	BERT-base	random	30	0.309	0.250	121.000
2822	122	BERT-base	random	30	0.333	0.172	122.000
2823	123	RoBERTa-base	random	30	0.371	0.305	123.000
2824	124	RoBERTa-large	random	30	0.340	0.189	124.000
2825	125	DeBERTa-base	random	30	0.338	0.262	125.000
2826	126	BERT-large	random	30	0.342	0.199	126.000
2827	127	BERT-base	random	30	0.336	0.172	127.000
2828	128	RoBERTa-base	random	30	0.364	0.295	128.000
2829	129	RoBERTa-large	random	30	0.320	0.196	129.000
2830	130	BERT-base	random	30	0.333	0.176	130.000
2831	131	DeBERTa-base	random	30	0.324	0.171	131.000
2832	132	DeBERTa-large	random	30	0.333	0.171	132.000
2833	133	RoBERTa-large	random	30	0.373	0.299	133.000
2834	134	DeBERTa-large	random	30	0.340	0.193	134.000
2835	135	BERT-base	random	30	0.333	0.225	135.000
2836	136	BERT-base	random	30	0.318	0.243	136.000
2837	137	DeBERTa-base	random	30	0.338	0.191	137.000
2838	138	BERT-large	random	30	0.373	0.291	138.000
2839	139	RoBERTa-base	random	30	0.362	0.299	139.000
2840	140	RoBERTa-large	random	30	0.353	0.274	140.000
2841	141	BERT-large	random	30	0.331	0.192	141.000
2842	142	RoBERTa-large	random	30	0.347	0.222	142.000
2843	143	DeBERTa-large	random	30	0.409	0.327	143.000
2844	144	RoBERTa-base	random	30	0.320	0.256	144.000
2845	145	DeBERTa-base	random	30	0.320	0.184	145.000
2846	146	DeBERTa-large	random	30	0.340	0.188	146.000
2847	147	RoBERTa-base	random	30	0.327	0.224	147.000
2848	148	DeBERTa-large	random	30	0.409	0.312	148.000
2849	149	DeBERTa-large	random	30	0.336	0.171	149.000
2850	150	BERT-large	random	30	0.380	0.300	150.000
2851	151	DeBERTa-base	random	30	0.344	0.245	151.000
2852	152	BERT-large	random	30	0.420	0.339	152.000
2853	153	BERT-base	random	30	0.331	0.167	153.000
2854	154	BERT-large	random	30	0.322	0.178	154.000
2855	155	RoBERTa-large	random	30	0.316	0.185	155.000
2856	156	RoBERTa-base	random	30	0.336	0.214	156.000
2857	157	RoBERTa-base	random	30	0.376	0.349	157.000
2858	158	DeBERTa-base	random	30	0.333	0.211	158.000
2859	159	DeBERTa-base	random	30	0.316	0.174	159.000
2860	160	BERT-large	random	30	0.353	0.219	160.000
2861	161	BERT-large	random	30	0.336	0.179	161.000
2862	162	DeBERTa-base	random	30	0.291	0.224	162.000
2863	163	DeBERTa-large	random	30	0.364	0.237	163.000
2864	164	BERT-base	random	30	0.336	0.240	164.000
2865	165	BERT-large	random	30	0.338	0.187	165.000
2866	166	RoBERTa-base	random	30	0.353	0.269	166.000
2867	167	RoBERTa-base	random	30	0.340	0.229	167.000
2868	168	RoBERTa-large	random	30	0.322	0.228	168.000
2869	169	DeBERTa-base	random	30	0.331	0.242	169.000
2870	170	DeBERTa-base	random	30	0.329	0.201	170.000
2871	171	BERT-base	random	30	0.329	0.200	171.000
2872	172	DeBERTa-large	random	30	0.336	0.172	172.000
2873	173	DeBERTa-large	random	30	0.369	0.298	173.000
2874	174	RoBERTa-large	random	30	0.351	0.245	174.000
2875	175	BERT-base	random	30	0.333	0.172	175.000
2876	176	RoBERTa-large	random	30	0.253	0.200	176.000
2877	177	BERT-large	random	30	0.324	0.178	177.000
2878	178	RoBERTa-base	random	30	0.338	0.195	178.000
2879	179	RoBERTa-large	random	30	0.351	0.219	179.000
2880	180	DeBERTa-base	random	40	0.313	0.230	180.000
2881	181	DeBERTa-large	random	40	0.396	0.357	181.000
2882	182	RoBERTa-base	random	40	0.336	0.211	182.000
2883	183	RoBERTa-large	random	40	0.351	0.262	183.000
2884	184	BERT-base	random	40	0.333	0.167	184.000
2885	185	DeBERTa-large	random	40	0.431	0.350	185.000
2886	186	RoBERTa-base	random	40	0.336	0.189	186.000
2887	187	DeBERTa-base	random	40	0.362	0.245	187.000
2888	188	DeBERTa-large	random	40	0.333	0.167	188.000
2889	189	BERT-large	random	40	0.338	0.183	189.000
2890	190	BERT-base	random	40	0.342	0.252	190.000
2891	191	BERT-base	random	40	0.333	0.167	191.000
2892	192	RoBERTa-base	random	40	0.327	0.248	192.000
2893	193	DeBERTa-base	random	40	0.353	0.224	193.000
2894	194	RoBERTa-base	random	40	0.356	0.281	194.000
2895	195	DeBERTa-base	random	40	0.316	0.172	195.000
2896	196	DeBERTa-large	random	40	0.420	0.334	196.000
2897	197	BERT-base	random	40	0.336	0.196	197.000
2898	198	DeBERTa-large	random	40	0.344	0.196	198.000
2899	199	BERT-base	random	40	0.333	0.167	199.000
2900	200	RoBERTa-base	random	40	0.373	0.302	200.000
2901	201	RoBERTa-large	random	40	0.336	0.194	201.000
2902	202	BERT-large	random	40	0.373	0.268	202.000
2903	203	RoBERTa-large	random	40	0.400	0.303	203.000
2904	204	DeBERTa-large	random	40	0.504	0.478	204.000
2905	205	BERT-large	random	40	0.413	0.334	205.000
2906	206	RoBERTa-large	random	40	0.353	0.210	206.000
2907	207	BERT-large	random	40	0.338	0.176	207.000
2908	208	BERT-large	random	40	0.344	0.242	208.000
2909	209	RoBERTa-large	random	40	0.367	0.291	209.000
2910	210	DeBERTa-large	random	40	0.336	0.179	210.000
2911	211	BERT-base	random	40	0.340	0.257	211.000
2912	212	DeBERTa-large	random	40	0.364	0.271	212.000
2913	213	RoBERTa-base	random	40	0.378	0.300	213.000
2914	214	RoBERTa-large	random	40	0.351	0.250	214.000
2915	215	RoBERTa-base	random	40	0.360	0.252	215.000
2916	216	DeBERTa-base	random	40	0.356	0.271	216.000
2917	217	RoBERTa-large	random	40	0.329	0.166	217.000
2918	218	BERT-large	random	40	0.333	0.179	218.000
2919	219	RoBERTa-base	random	40	0.353	0.238	219.000
2920	220	BERT-base	random	40	0.329	0.263	220.000
2921	221	BERT-base	random	40	0.336	0.172	221.000
2922	222	BERT-base	random	40	0.347	0.232	222.000
2923	223	RoBERTa-large	random	40	0.429	0.362	223.000
2924	224	DeBERTa-base	random	40	0.316	0.205	224.000
2925	225	DeBERTa-base	random	40	0.331	0.188	225.000
2926	226	DeBERTa-base	random	40	0.333	0.167	226.000
2927	227	RoBERTa-base	random	40	0.336	0.215	227.000
2928	228	BERT-large	random	40	0.344	0.233	228.000
2929	229	BERT-large	random	40	0.329	0.166	229.000
2930	230	DeBERTa-large	random	40	0.353	0.217	230.000
2931	231	RoBERTa-large	random	40	0.362	0.256	231.000
2932	232	BERT-base	random	40	0.333	0.179	232.000
2933	233	DeBERTa-large	random	40	0.336	0.183	233.000
2934	234	RoBERTa-large	random	40	0.327	0.261	234.000
2935	235	DeBERTa-base	random	40	0.351	0.215	235.000
2936	236	BERT-large	random	40	0.347	0.247	236.000
2937	237	BERT-large	random	40	0.396	0.313	237.000
2938	238	DeBERTa-base	random	40	0.333	0.192	238.000
2939	239	RoBERTa-base	random	40	0.344	0.214	239.000
