	Unnamed: 0	Model	Strategy	Instance	Acc	F1	Unnamed: 0.1
1065	1065	RoBERTa-base	CAL	180	0.489	0.488	
1066	1066	RoBERTa-large	CAL	180	0.433	0.361	
1067	1067	RoBERTa-large	bertKM	180	0.442	0.361	
1068	1068	RoBERTa-large	CAL	180	0.476	0.467	
1069	1069	RoBERTa-base	CAL	180	0.429	0.393	
1070	1070	RoBERTa-large	CAL	180	0.427	0.372	
1071	1071	DeBERTa-large	CAL	180	0.551	0.527	
1072	1072	RoBERTa-base	Entropy	180	0.507	0.501	
1073	1073	RoBERTa-large	CAL	180	0.500	0.450	
1074	1074	RoBERTa-base	CAL	180	0.482	0.471	
1075	1075	RoBERTa-base	ALPS	180	0.456	0.436	
1076	1076	DeBERTa-large	CAL	180	0.498	0.473	
1077	1077	RoBERTa-large	BADGE	180	0.409	0.319	
1078	1078	DeBERTa-large	CAL	180	0.553	0.549	
1079	1079	RoBERTa-large	Density	180	0.331	0.169	
1080	1080	RoBERTa-base	CAL	190	0.387	0.311	
1081	1081	RoBERTa-base	Density	190	0.378	0.285	
1082	1082	RoBERTa-base	bertKM	190	0.469	0.453	
1083	1083	RoBERTa-base	CAL	190	0.449	0.389	
1084	1084	BERT-base	BADGE	190	0.351	0.235	
1085	1085	RoBERTa-large	Entropy	190	0.440	0.387	
1086	1086	BERT-large	CAL	190	0.427	0.375	
1087	1087	DeBERTa-large	BADGE	190	0.453	0.378	
1088	1088	DeBERTa-base	CAL	190	0.431	0.365	
1089	1089	BERT-base	CAL	190	0.367	0.275	
1090	1090	BERT-base	CAL	190	0.384	0.297	
1091	1091	DeBERTa-large	CAL	190	0.504	0.464	
1092	1092	DeBERTa-large	Entropy	190	0.422	0.338	
1093	1093	RoBERTa-large	CAL	190	0.507	0.472	
1094	1094	RoBERTa-large	CAL	190	0.564	0.557	
1095	1095	RoBERTa-large	CAL	190	0.451	0.381	
1096	1096	BERT-large	ALPS	190	0.356	0.221	
1097	1097	BERT-large	bertKM	190	0.429	0.358	
1098	1098	BERT-base	CAL	190	0.373	0.294	
1099	1099	DeBERTa-base	CAL	190	0.407	0.319	
1100	1100	BERT-base	bertKM	190	0.367	0.256	
1101	1101	BERT-large	BADGE	190	0.360	0.251	
1102	1102	DeBERTa-large	CAL	190	0.500	0.473	
1103	1103	BERT-large	CAL	190	0.473	0.464	
1104	1104	BERT-large	CAL	190	0.436	0.362	
1105	1105	RoBERTa-base	ALPS	190	0.400	0.347	
1106	1106	DeBERTa-large	CAL	190	0.544	0.537	
1107	1107	BERT-large	CAL	190	0.429	0.384	
1108	1108	RoBERTa-base	CAL	190	0.509	0.503	
1109	1109	DeBERTa-base	CAL	190	0.422	0.341	
1110	1110	RoBERTa-large	CAL	190	0.464	0.434	
1111	1111	RoBERTa-large	BADGE	190	0.496	0.484	
1112	1112	DeBERTa-base	bertKM	190	0.404	0.317	
1113	1113	DeBERTa-base	Density	190	0.333	0.168	
1114	1114	DeBERTa-base	CAL	190	0.427	0.351	
1115	1115	BERT-base	ALPS	190	0.347	0.218	
1116	1116	BERT-base	CAL	190	0.358	0.249	
1117	1117	RoBERTa-large	CAL	190	0.491	0.463	
1118	1118	BERT-base	CAL	190	0.347	0.220	
1119	1119	RoBERTa-large	bertKM	190	0.342	0.189	
1120	1120	DeBERTa-large	CAL	190	0.529	0.508	
1121	1121	RoBERTa-base	CAL	190	0.491	0.472	
1122	1122	DeBERTa-base	Entropy	190	0.380	0.271	
1123	1123	BERT-base	CAL	190	0.371	0.275	
1124	1124	DeBERTa-base	BADGE	190	0.447	0.397	
1125	1125	DeBERTa-large	CAL	190	0.558	0.557	
1126	1126	RoBERTa-large	Density	190	0.333	0.167	
1127	1127	BERT-large	Density	190	0.344	0.211	
1128	1128	RoBERTa-base	CAL	190	0.427	0.382	
1129	1129	RoBERTa-large	CAL	190	0.496	0.483	
1130	1130	DeBERTa-base	CAL	190	0.447	0.402	
1131	1131	BERT-large	CAL	190	0.456	0.387	
1132	1132	DeBERTa-base	CAL	190	0.396	0.307	
1133	1133	RoBERTa-base	BADGE	190	0.444	0.400	
1134	1134	RoBERTa-base	CAL	190	0.442	0.432	
1135	1135	BERT-base	CAL	190	0.356	0.235	
1136	1136	DeBERTa-base	CAL	190	0.409	0.317	
1137	1137	BERT-large	Entropy	190	0.344	0.193	
1138	1138	DeBERTa-large	Density	190	0.331	0.172	
1139	1139	RoBERTa-large	CAL	190	0.518	0.519	
1140	1140	BERT-base	CAL	190	0.371	0.273	
1141	1141	DeBERTa-base	CAL	190	0.384	0.278	
1142	1142	BERT-large	CAL	190	0.407	0.329	
1143	1143	RoBERTa-large	CAL	190	0.400	0.319	
1144	1144	DeBERTa-large	CAL	190	0.387	0.288	
1145	1145	BERT-base	CAL	190	0.349	0.252	
1146	1146	BERT-large	CAL	190	0.424	0.364	
1147	1147	BERT-large	CAL	190	0.416	0.362	
1148	1148	RoBERTa-base	CAL	190	0.400	0.319	
1149	1149	BERT-base	Entropy	190	0.358	0.245	
1150	1150	BERT-large	CAL	190	0.493	0.474	
1151	1151	DeBERTa-large	CAL	190	0.540	0.532	
1152	1152	RoBERTa-base	CAL	190	0.444	0.386	
1153	1153	DeBERTa-base	CAL	190	0.449	0.383	
1154	1154	DeBERTa-large	ALPS	190	0.538	0.520	
1155	1155	DeBERTa-large	CAL	190	0.460	0.413	
1156	1156	DeBERTa-large	CAL	190	0.513	0.466	
1157	1157	BERT-base	Density	190	0.333	0.168	
1158	1158	RoBERTa-large	CAL	190	0.544	0.545	
1159	1159	RoBERTa-base	CAL	190	0.431	0.397	
1160	1160	DeBERTa-large	bertKM	190	0.558	0.547	
1161	1161	DeBERTa-base	CAL	190	0.447	0.369	
1162	1162	BERT-base	CAL	190	0.358	0.249	
1163	1163	DeBERTa-base	ALPS	190	0.427	0.354	
1164	1164	RoBERTa-base	Entropy	190	0.411	0.360	
1165	1165	BERT-large	CAL	190	0.431	0.349	
1166	1166	DeBERTa-large	CAL	190	0.571	0.562	
1167	1167	RoBERTa-base	CAL	190	0.444	0.412	
1168	1168	RoBERTa-large	ALPS	190	0.420	0.366	
1169	1169	RoBERTa-large	CAL	190	0.507	0.493	
1170	1170	BERT-base	Entropy	200	0.351	0.217	
1171	1171	DeBERTa-large	ALPS	200	0.547	0.532	
1172	1172	DeBERTa-large	CAL	200	0.516	0.465	
1173	1173	BERT-base	ALPS	200	0.347	0.221	
1174	1174	BERT-base	CAL	200	0.400	0.324	
1175	1175	RoBERTa-base	CAL	200	0.429	0.349	
1176	1176	RoBERTa-base	CAL	200	0.522	0.525	
1177	1177	RoBERTa-large	ALPS	200	0.467	0.434	
1178	1178	DeBERTa-base	Entropy	200	0.382	0.289	
1179	1179	DeBERTa-large	CAL	200	0.487	0.430	
1180	1180	RoBERTa-large	CAL	200	0.562	0.565	
1181	1181	BERT-large	CAL	200	0.384	0.305	
1182	1182	DeBERTa-base	ALPS	200	0.409	0.329	
1183	1183	RoBERTa-large	Density	200	0.333	0.179	
1184	1184	BERT-large	Density	200	0.376	0.280	
1185	1185	DeBERTa-base	CAL	200	0.451	0.376	
1186	1186	BERT-large	CAL	200	0.422	0.370	
1187	1187	RoBERTa-large	BADGE	200	0.467	0.424	
1188	1188	RoBERTa-base	CAL	200	0.427	0.347	
1189	1189	BERT-large	CAL	200	0.429	0.346	
1190	1190	BERT-base	BADGE	200	0.351	0.243	
1191	1191	DeBERTa-base	BADGE	200	0.449	0.391	
1192	1192	RoBERTa-base	CAL	200	0.433	0.353	
1193	1193	DeBERTa-base	CAL	200	0.431	0.376	
1194	1194	DeBERTa-base	CAL	200	0.429	0.358	
1195	1195	BERT-base	bertKM	200	0.353	0.249	
1196	1196	BERT-base	CAL	200	0.356	0.249	
1197	1197	BERT-large	CAL	200	0.458	0.393	
1198	1198	DeBERTa-large	CAL	200	0.556	0.546	
1199	1199	DeBERTa-large	CAL	200	0.533	0.505	
1200	1200	DeBERTa-large	CAL	200	0.509	0.491	
1201	1201	DeBERTa-large	CAL	200	0.542	0.535	
1202	1202	BERT-large	ALPS	200	0.393	0.292	
1203	1203	RoBERTa-large	CAL	200	0.547	0.537	
1204	1204	DeBERTa-base	Density	200	0.336	0.177	
1205	1205	RoBERTa-large	CAL	200	0.496	0.474	
1206	1206	BERT-base	CAL	200	0.364	0.274	
1207	1207	BERT-large	Entropy	200	0.369	0.247	
1208	1208	BERT-large	CAL	200	0.442	0.361	
1209	1209	BERT-base	CAL	200	0.369	0.282	
1210	1210	DeBERTa-large	CAL	200	0.547	0.542	
1211	1211	RoBERTa-base	CAL	200	0.471	0.446	
1212	1212	DeBERTa-base	CAL	200	0.444	0.366	
1213	1213	RoBERTa-base	Entropy	200	0.451	0.425	
1214	1214	RoBERTa-base	ALPS	200	0.480	0.454	
1215	1215	RoBERTa-large	Entropy	200	0.447	0.387	
1216	1216	DeBERTa-large	Density	200	0.333	0.169	
1217	1217	RoBERTa-large	CAL	200	0.460	0.426	
1218	1218	DeBERTa-large	Entropy	200	0.433	0.350	
1219	1219	RoBERTa-large	CAL	200	0.469	0.436	
1220	1220	BERT-large	BADGE	200	0.458	0.425	
1221	1221	BERT-base	CAL	200	0.396	0.323	
1222	1222	RoBERTa-base	BADGE	200	0.467	0.442	
1223	1223	RoBERTa-base	CAL	200	0.509	0.508	
1224	1224	DeBERTa-base	CAL	200	0.433	0.351	
1225	1225	BERT-base	CAL	200	0.373	0.288	
1226	1226	RoBERTa-large	CAL	200	0.433	0.393	
1227	1227	BERT-large	CAL	200	0.411	0.343	
1228	1228	DeBERTa-base	CAL	200	0.387	0.284	
1229	1229	DeBERTa-base	CAL	200	0.418	0.331	
1230	1230	RoBERTa-base	CAL	200	0.458	0.422	
1231	1231	RoBERTa-large	CAL	200	0.471	0.424	
1232	1232	BERT-large	CAL	200	0.402	0.314	
1233	1233	RoBERTa-large	CAL	200	0.422	0.350	
1234	1234	RoBERTa-large	bertKM	200	0.444	0.367	
1235	1235	BERT-base	Density	200	0.331	0.167	
1236	1236	DeBERTa-base	bertKM	200	0.422	0.358	
1237	1237	RoBERTa-base	bertKM	200	0.431	0.393	
1238	1238	DeBERTa-base	CAL	200	0.431	0.345	
1239	1239	BERT-large	CAL	200	0.416	0.335	
1240	1240	RoBERTa-base	CAL	200	0.449	0.392	
1241	1241	RoBERTa-large	CAL	200	0.420	0.358	
1242	1242	DeBERTa-base	CAL	200	0.389	0.285	
1243	1243	DeBERTa-large	bertKM	200	0.598	0.601	
1244	1244	RoBERTa-base	Density	200	0.344	0.211	
1245	1245	BERT-large	CAL	200	0.438	0.408	
1246	1246	DeBERTa-large	CAL	200	0.480	0.444	
1247	1247	RoBERTa-large	CAL	200	0.427	0.376	
1248	1248	DeBERTa-large	CAL	200	0.453	0.407	
1249	1249	DeBERTa-base	CAL	200	0.442	0.369	
1250	1250	BERT-base	CAL	200	0.356	0.242	
1251	1251	RoBERTa-base	CAL	200	0.449	0.368	
1252	1252	BERT-base	CAL	200	0.356	0.243	
1253	1253	BERT-base	CAL	200	0.369	0.273	
1254	1254	BERT-large	bertKM	200	0.429	0.353	
1255	1255	RoBERTa-base	CAL	200	0.404	0.329	
1256	1256	BERT-large	CAL	200	0.444	0.365	
1257	1257	DeBERTa-large	BADGE	200	0.491	0.437	
1258	1258	BERT-base	CAL	200	0.398	0.314	
1259	1259	DeBERTa-large	CAL	200	0.560	0.557	
1260	1260	DeBERTa-base	CAL	210	0.451	0.370	
1261	1261	BERT-large	CAL	210	0.429	0.383	
1262	1262	BERT-base	CAL	210	0.358	0.250	
1263	1263	BERT-large	Density	210	0.351	0.230	
1264	1264	RoBERTa-base	Entropy	210	0.460	0.425	
1265	1265	BERT-large	CAL	210	0.429	0.350	
1266	1266	BERT-base	ALPS	210	0.342	0.202	
1267	1267	DeBERTa-large	BADGE	210	0.500	0.477	
1268	1268	RoBERTa-large	CAL	210	0.567	0.566	
1269	1269	DeBERTa-base	bertKM	210	0.480	0.447	
1270	1270	BERT-base	CAL	210	0.380	0.292	
1271	1271	RoBERTa-large	CAL	210	0.491	0.473	
1272	1272	RoBERTa-large	ALPS	210	0.493	0.482	
1273	1273	RoBERTa-base	CAL	210	0.449	0.373	
1274	1274	RoBERTa-base	CAL	210	0.418	0.351	
1275	1275	RoBERTa-base	CAL	210	0.420	0.344	
1276	1276	BERT-base	CAL	210	0.380	0.311	
1277	1277	BERT-base	CAL	210	0.373	0.300	
1278	1278	DeBERTa-large	CAL	210	0.407	0.311	
1279	1279	RoBERTa-base	CAL	210	0.462	0.456	
1280	1280	BERT-base	CAL	210	0.398	0.351	
1281	1281	DeBERTa-large	CAL	210	0.551	0.532	
1282	1282	DeBERTa-large	CAL	210	0.531	0.531	
1283	1283	RoBERTa-large	Entropy	210	0.429	0.364	
1284	1284	RoBERTa-base	Density	210	0.336	0.186	
1285	1285	DeBERTa-large	CAL	210	0.498	0.445	
1286	1286	BERT-base	Density	210	0.333	0.167	
1287	1287	RoBERTa-large	CAL	210	0.540	0.529	
1288	1288	BERT-large	CAL	210	0.458	0.379	
1289	1289	RoBERTa-large	CAL	210	0.504	0.474	
1290	1290	DeBERTa-base	Density	210	0.340	0.181	
1291	1291	DeBERTa-base	CAL	210	0.440	0.358	
1292	1292	BERT-large	Entropy	210	0.400	0.306	
1293	1293	RoBERTa-large	CAL	210	0.402	0.340	
1294	1294	RoBERTa-large	CAL	210	0.500	0.473	
1295	1295	DeBERTa-base	CAL	210	0.422	0.345	
1296	1296	DeBERTa-base	CAL	210	0.418	0.335	
1297	1297	DeBERTa-large	CAL	210	0.573	0.574	
1298	1298	BERT-base	Entropy	210	0.351	0.226	
1299	1299	RoBERTa-base	BADGE	210	0.458	0.423	
1300	1300	DeBERTa-large	Entropy	210	0.407	0.310	
1301	1301	BERT-large	CAL	210	0.418	0.357	
1302	1302	BERT-large	BADGE	210	0.442	0.392	
1303	1303	BERT-base	CAL	210	0.367	0.281	
1304	1304	BERT-large	CAL	210	0.491	0.472	
1305	1305	BERT-base	CAL	210	0.378	0.283	
1306	1306	BERT-large	CAL	210	0.438	0.355	
1307	1307	DeBERTa-base	ALPS	210	0.451	0.394	
1308	1308	DeBERTa-base	CAL	210	0.431	0.362	
1309	1309	DeBERTa-base	CAL	210	0.460	0.401	
1310	1310	BERT-large	CAL	210	0.422	0.334	
1311	1311	RoBERTa-base	CAL	210	0.458	0.424	
1312	1312	DeBERTa-base	CAL	210	0.449	0.384	
1313	1313	BERT-base	bertKM	210	0.336	0.196	
1314	1314	BERT-large	CAL	210	0.438	0.354	
1315	1315	RoBERTa-large	bertKM	210	0.440	0.366	
1316	1316	RoBERTa-base	CAL	210	0.393	0.320	
1317	1317	RoBERTa-large	BADGE	210	0.473	0.438	
1318	1318	BERT-large	bertKM	210	0.431	0.356	
1319	1319	DeBERTa-large	CAL	210	0.549	0.546	
1320	1320	BERT-base	CAL	210	0.376	0.283	
1321	1321	DeBERTa-large	CAL	210	0.531	0.524	
1322	1322	BERT-base	CAL	210	0.367	0.289	
1323	1323	BERT-base	BADGE	210	0.358	0.255	
1324	1324	DeBERTa-large	CAL	210	0.504	0.475	
1325	1325	BERT-large	ALPS	210	0.376	0.262	
1326	1326	DeBERTa-large	Density	210	0.336	0.172	
1327	1327	DeBERTa-large	CAL	210	0.513	0.445	
1328	1328	RoBERTa-large	CAL	210	0.469	0.427	
1329	1329	DeBERTa-large	CAL	210	0.513	0.477	
1330	1330	DeBERTa-base	CAL	210	0.462	0.405	
1331	1331	DeBERTa-base	Entropy	210	0.371	0.261	
1332	1332	DeBERTa-base	BADGE	210	0.436	0.379	
1333	1333	DeBERTa-base	CAL	210	0.438	0.354	
1334	1334	RoBERTa-base	bertKM	210	0.438	0.402	
1335	1335	DeBERTa-large	ALPS	210	0.524	0.491	
1336	1336	RoBERTa-large	CAL	210	0.489	0.477	
1337	1337	BERT-large	CAL	210	0.436	0.392	
1338	1338	RoBERTa-base	CAL	210	0.464	0.404	
1339	1339	RoBERTa-base	CAL	210	0.487	0.450	
1340	1340	RoBERTa-base	CAL	210	0.480	0.472	
1341	1341	RoBERTa-large	Density	210	0.333	0.167	
1342	1342	RoBERTa-large	CAL	210	0.549	0.538	
1343	1343	RoBERTa-base	CAL	210	0.456	0.409	
1344	1344	RoBERTa-large	CAL	210	0.542	0.534	
1345	1345	RoBERTa-base	ALPS	210	0.444	0.412	
1346	1346	DeBERTa-base	CAL	210	0.438	0.398	
1347	1347	BERT-base	CAL	210	0.360	0.260	
1348	1348	BERT-large	CAL	210	0.440	0.356	
1349	1349	DeBERTa-large	bertKM	210	0.564	0.556	
1350	1350	DeBERTa-large	ALPS	220	0.509	0.482	
1351	1351	RoBERTa-base	CAL	220	0.433	0.364	
1352	1352	DeBERTa-large	Density	220	0.336	0.176	
1353	1353	DeBERTa-large	CAL	220	0.549	0.537	
1354	1354	RoBERTa-base	CAL	220	0.442	0.386	
1355	1355	DeBERTa-large	CAL	220	0.429	0.346	
1356	1356	RoBERTa-base	CAL	220	0.491	0.464	
1357	1357	RoBERTa-base	BADGE	220	0.433	0.381	
1358	1358	DeBERTa-base	bertKM	220	0.427	0.366	
1359	1359	RoBERTa-base	CAL	220	0.507	0.502	
1360	1360	BERT-large	CAL	220	0.436	0.351	
1361	1361	BERT-large	CAL	220	0.464	0.438	
1362	1362	RoBERTa-large	CAL	220	0.507	0.466	
1363	1363	DeBERTa-large	CAL	220	0.536	0.521	
1364	1364	DeBERTa-large	CAL	220	0.462	0.412	
1365	1365	BERT-large	CAL	220	0.424	0.343	
1366	1366	DeBERTa-large	CAL	220	0.500	0.475	
1367	1367	RoBERTa-large	Entropy	220	0.462	0.415	
1368	1368	RoBERTa-base	CAL	220	0.473	0.442	
1369	1369	BERT-large	CAL	220	0.453	0.407	
1370	1370	BERT-large	bertKM	220	0.424	0.339	
1371	1371	BERT-large	Entropy	220	0.373	0.250	
1372	1372	RoBERTa-large	bertKM	220	0.400	0.312	
1373	1373	DeBERTa-base	CAL	220	0.480	0.450	
1374	1374	BERT-large	Density	220	0.378	0.274	
1375	1375	RoBERTa-base	ALPS	220	0.456	0.426	
1376	1376	RoBERTa-large	CAL	220	0.447	0.406	
1377	1377	BERT-large	CAL	220	0.464	0.405	
1378	1378	BERT-large	CAL	220	0.418	0.333	
1379	1379	BERT-large	CAL	220	0.429	0.347	
1380	1380	RoBERTa-base	CAL	220	0.464	0.437	
1381	1381	RoBERTa-base	CAL	220	0.447	0.384	
1382	1382	BERT-large	CAL	220	0.480	0.449	
1383	1383	DeBERTa-large	CAL	220	0.562	0.537	
1384	1384	BERT-large	CAL	220	0.456	0.407	
1385	1385	BERT-large	BADGE	220	0.447	0.395	
1386	1386	BERT-large	CAL	220	0.464	0.397	
1387	1387	RoBERTa-base	CAL	220	0.433	0.374	
1388	1388	DeBERTa-large	CAL	220	0.569	0.565	
1389	1389	DeBERTa-large	CAL	220	0.498	0.440	
1390	1390	DeBERTa-base	Entropy	220	0.393	0.308	
1391	1391	DeBERTa-large	BADGE	220	0.493	0.438	
1392	1392	BERT-large	ALPS	220	0.418	0.337	
1393	1393	DeBERTa-base	Density	220	0.338	0.176	
1394	1394	DeBERTa-base	CAL	220	0.447	0.400	
1395	1395	RoBERTa-large	CAL	220	0.527	0.513	
1396	1396	DeBERTa-large	CAL	220	0.551	0.523	
1397	1397	DeBERTa-base	CAL	220	0.451	0.370	
1398	1398	DeBERTa-base	CAL	220	0.467	0.403	
1399	1399	RoBERTa-large	ALPS	220	0.516	0.509	
1400	1400	BERT-base	CAL	220	0.367	0.270	
1401	1401	BERT-base	CAL	220	0.409	0.328	
1402	1402	BERT-base	Entropy	220	0.347	0.208	
1403	1403	RoBERTa-large	CAL	220	0.389	0.308	
1404	1404	BERT-base	bertKM	220	0.347	0.218	
1405	1405	DeBERTa-base	BADGE	220	0.471	0.441	
1406	1406	RoBERTa-base	Entropy	220	0.444	0.408	
1407	1407	DeBERTa-base	CAL	220	0.422	0.332	
1408	1408	RoBERTa-large	CAL	220	0.564	0.552	
1409	1409	RoBERTa-large	CAL	220	0.524	0.503	
1410	1410	DeBERTa-base	ALPS	220	0.402	0.323	
1411	1411	BERT-base	CAL	220	0.356	0.249	
1412	1412	DeBERTa-base	CAL	220	0.391	0.295	
1413	1413	RoBERTa-base	bertKM	220	0.433	0.369	
1414	1414	BERT-base	CAL	220	0.384	0.291	
1415	1415	BERT-base	Density	220	0.333	0.167	
1416	1416	DeBERTa-base	CAL	220	0.438	0.378	
1417	1417	DeBERTa-base	CAL	220	0.413	0.339	
1418	1418	DeBERTa-large	Entropy	220	0.444	0.363	
1419	1419	RoBERTa-base	Density	220	0.369	0.254	
1420	1420	RoBERTa-base	CAL	220	0.404	0.335	
1421	1421	RoBERTa-large	CAL	220	0.569	0.571	
1422	1422	DeBERTa-large	bertKM	220	0.533	0.504	
1423	1423	BERT-base	CAL	220	0.364	0.254	
1424	1424	DeBERTa-base	CAL	220	0.429	0.342	
1425	1425	RoBERTa-base	CAL	220	0.453	0.417	
1426	1426	RoBERTa-large	BADGE	220	0.484	0.459	
1427	1427	DeBERTa-base	CAL	220	0.460	0.375	
1428	1428	BERT-base	CAL	220	0.376	0.291	
1429	1429	BERT-base	CAL	220	0.387	0.331	
1430	1430	RoBERTa-large	CAL	220	0.489	0.472	
1431	1431	BERT-base	ALPS	220	0.353	0.229	
1432	1432	BERT-base	CAL	220	0.400	0.343	
1433	1433	RoBERTa-large	Density	220	0.342	0.240	
1434	1434	BERT-base	CAL	220	0.413	0.354	
1435	1435	RoBERTa-large	CAL	220	0.542	0.537	
1436	1436	BERT-base	CAL	220	0.382	0.328	
1437	1437	DeBERTa-large	CAL	220	0.500	0.468	
1438	1438	RoBERTa-large	CAL	220	0.536	0.512	
1439	1439	BERT-base	BADGE	220	0.356	0.248	
1440	1440	RoBERTa-base	BADGE	230	0.460	0.426	
1441	1441	RoBERTa-base	CAL	230	0.469	0.439	
1442	1442	RoBERTa-base	Density	230	0.418	0.339	
1443	1443	DeBERTa-large	CAL	230	0.549	0.515	
1444	1444	RoBERTa-large	Entropy	230	0.411	0.365	
1445	1445	RoBERTa-base	bertKM	230	0.458	0.411	
1446	1446	RoBERTa-large	Density	230	0.333	0.176	
1447	1447	RoBERTa-large	CAL	230	0.536	0.531	
1448	1448	RoBERTa-large	CAL	230	0.438	0.388	
1449	1449	BERT-large	CAL	230	0.458	0.409	
1450	1450	RoBERTa-base	CAL	230	0.487	0.469	
1451	1451	RoBERTa-large	CAL	230	0.516	0.484	
1452	1452	DeBERTa-base	Density	230	0.356	0.233	
1453	1453	DeBERTa-base	Entropy	230	0.396	0.305	
1454	1454	DeBERTa-large	CAL	230	0.447	0.380	
1455	1455	BERT-large	CAL	230	0.469	0.464	
1456	1456	DeBERTa-base	CAL	230	0.440	0.350	
1457	1457	RoBERTa-base	ALPS	230	0.444	0.418	
1458	1458	DeBERTa-base	CAL	230	0.444	0.390	
1459	1459	BERT-large	CAL	230	0.480	0.435	
1460	1460	BERT-large	CAL	230	0.424	0.360	
1461	1461	BERT-large	ALPS	230	0.407	0.319	
1462	1462	RoBERTa-base	CAL	230	0.480	0.468	
1463	1463	BERT-large	CAL	230	0.422	0.336	
1464	1464	RoBERTa-large	CAL	230	0.487	0.458	
1465	1465	RoBERTa-large	CAL	230	0.511	0.481	
1466	1466	RoBERTa-base	Entropy	230	0.460	0.445	
1467	1467	BERT-large	BADGE	230	0.433	0.386	
1468	1468	DeBERTa-base	CAL	230	0.449	0.365	
1469	1469	BERT-large	bertKM	230	0.458	0.385	
1470	1470	DeBERTa-large	bertKM	230	0.544	0.524	
1471	1471	RoBERTa-base	CAL	230	0.476	0.461	
1472	1472	RoBERTa-base	CAL	230	0.431	0.396	
1473	1473	DeBERTa-large	CAL	230	0.578	0.573	
1474	1474	BERT-large	Entropy	230	0.378	0.263	
1475	1475	BERT-large	CAL	230	0.436	0.371	
1476	1476	RoBERTa-base	CAL	230	0.453	0.428	
1477	1477	RoBERTa-base	CAL	230	0.429	0.370	
1478	1478	BERT-large	Density	230	0.369	0.260	
1479	1479	RoBERTa-large	BADGE	230	0.416	0.360	
1480	1480	DeBERTa-large	BADGE	230	0.544	0.537	
1481	1481	DeBERTa-base	CAL	230	0.427	0.339	
1482	1482	DeBERTa-base	CAL	230	0.433	0.373	
1483	1483	BERT-base	CAL	230	0.376	0.312	
1484	1484	RoBERTa-large	CAL	230	0.516	0.485	
1485	1485	DeBERTa-large	CAL	230	0.573	0.572	
1486	1486	DeBERTa-large	CAL	230	0.413	0.339	
1487	1487	DeBERTa-base	BADGE	230	0.489	0.464	
1488	1488	BERT-base	CAL	230	0.391	0.299	
1489	1489	DeBERTa-base	bertKM	230	0.429	0.367	
1490	1490	BERT-large	CAL	230	0.442	0.356	
1491	1491	DeBERTa-large	CAL	230	0.580	0.577	
1492	1492	DeBERTa-large	CAL	230	0.504	0.456	
1493	1493	DeBERTa-large	CAL	230	0.580	0.583	
1494	1494	DeBERTa-base	CAL	230	0.456	0.391	
1495	1495	BERT-base	ALPS	230	0.349	0.228	
1496	1496	RoBERTa-large	bertKM	230	0.416	0.333	
1497	1497	DeBERTa-base	CAL	230	0.427	0.361	
1498	1498	BERT-large	CAL	230	0.429	0.346	
1499	1499	RoBERTa-large	CAL	230	0.504	0.479	
1500	1500	BERT-large	CAL	230	0.453	0.408	
1501	1501	BERT-base	CAL	230	0.431	0.376	
1502	1502	DeBERTa-base	CAL	230	0.476	0.396	
1503	1503	BERT-base	bertKM	230	0.349	0.233	
1504	1504	DeBERTa-base	ALPS	230	0.427	0.370	
1505	1505	BERT-base	BADGE	230	0.367	0.275	
1506	1506	DeBERTa-large	Entropy	230	0.462	0.387	
1507	1507	BERT-base	CAL	230	0.416	0.380	
1508	1508	RoBERTa-large	CAL	230	0.489	0.464	
1509	1509	BERT-base	CAL	230	0.376	0.306	
1510	1510	BERT-base	Density	230	0.336	0.172	
1511	1511	BERT-base	Entropy	230	0.347	0.209	
1512	1512	BERT-base	CAL	230	0.380	0.292	
1513	1513	RoBERTa-base	CAL	230	0.471	0.440	
1514	1514	BERT-base	CAL	230	0.404	0.325	
1515	1515	BERT-base	CAL	230	0.380	0.293	
1516	1516	RoBERTa-large	CAL	230	0.542	0.531	
1517	1517	DeBERTa-base	CAL	230	0.436	0.370	
1518	1518	RoBERTa-large	CAL	230	0.553	0.545	
1519	1519	BERT-base	CAL	230	0.384	0.326	
1520	1520	DeBERTa-large	CAL	230	0.533	0.513	
1521	1521	RoBERTa-base	CAL	230	0.462	0.402	
1522	1522	DeBERTa-large	ALPS	230	0.560	0.550	
1523	1523	RoBERTa-base	CAL	230	0.487	0.479	
1524	1524	BERT-large	CAL	230	0.451	0.370	
1525	1525	DeBERTa-large	CAL	230	0.498	0.468	
1526	1526	RoBERTa-large	ALPS	230	0.482	0.464	
1527	1527	DeBERTa-base	CAL	230	0.456	0.388	
1528	1528	BERT-base	CAL	230	0.404	0.330	
1529	1529	DeBERTa-large	Density	230	0.333	0.173	
1530	1530	DeBERTa-large	ALPS	240	0.524	0.495	
1531	1531	BERT-large	bertKM	240	0.424	0.357	
1532	1532	RoBERTa-base	bertKM	240	0.424	0.355	
1533	1533	DeBERTa-base	BADGE	240	0.482	0.460	
1534	1534	BERT-base	CAL	240	0.367	0.280	
1535	1535	DeBERTa-base	CAL	240	0.429	0.348	
1536	1536	DeBERTa-large	CAL	240	0.513	0.496	
1537	1537	DeBERTa-base	CAL	240	0.422	0.353	
1538	1538	RoBERTa-base	CAL	240	0.444	0.400	
1539	1539	RoBERTa-base	BADGE	240	0.451	0.404	
1540	1540	DeBERTa-large	CAL	240	0.507	0.488	
1541	1541	RoBERTa-base	Entropy	240	0.478	0.469	
